component_section_id	from_context_key	sequence_tag	next_context_key	transition_condition_text	push_path	is_recursive
sect_C.34.12	table_C.34.12-1	0018993B	table_10.27-1	Include B for Reference Basis Code Sequence (0018,9902) B for Reference Geometry Code Sequence (0018,9903)	Y	N
sect_C.34.12	table_C.34.12-1	0018993C	table_10.27-1	Include B for Reference Basis Code Sequence (0018,9902) B for Reference Geometry Code Sequence (0018,9903)	Y	N
sect_C.34.12	table_C.34.12-1	0018993D	table_10-19	Include B for Algorithm Family Code Sequence (0066,002F)	Y	N
sect_C.34.12	table_C.34.12-1	0018993E	table_10.27-1	Include B for Reference Basis Code Sequence (0018,9902) B for Reference Geometry Code Sequence (0018,9903)	Y	N
sect_C.34.13	table_10-20a		table_10-20	Include	N	N
sect_C.34.13	table_10.25-1	00189913	table_10-20a	Include	Y	N
sect_C.34.13	table_10.25-1	004008EA	table_8.8-1	Include B .	Y	N
sect_C.34.13	table_10.25-1	00820034	table_10.26-1	Include Any sub-Sequences in the Constraint Value Sequence (0082,0034) shall only contain one Item. Any Attribute in the Sequence Item(s) shall contain a single Value. If Constraint Type (0082,0032) is MEMBER_OF_CID, this shall be a Selector UI Value (0072,007F), despite the Selector Attribute VR (0072,0050) being SQ. See	Y	N
sect_C.34.13	table_10.25-1	00820035	table_10.26-1	Include	Y	N
sect_C.34.13	table_10.26-1	00720080	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.34.13	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.34.13	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.34.13	table_8.8-1	00720080	table_8.8-1a	Include	Y	N
sect_C.34.13	table_C.34.13-1	00189913	table_10.25-1	Include Only Attributes defined in (i.e., in the Storage Protocol Element Sequence (0018,9936) in the ) and Private Data Elements associated with this storage protocol element may be specified as Selector Attributes. The semantics of Values of Constraint Violation Significance (0082,0036) in the Macro are assigned in . The same Attribute shall not appear in more than one Item in the Sequence with the same values for Selector Sequence Pointer (0072,0052) and Selector Sequence Pointer Items (0074,1057).	Y	N
sect_C.34.14	table_C.34.14-1	00189936	table_10.28-1	Include	Y	N
sect_C.34.14	table_C.34.14-1	00404033	table_10-3c	Include	Y	N
sect_C.34.15	table_10.30-1	00440101	table_8.8-1	Include No Baseline CID defined	Y	N
sect_C.34.15	table_10.30-1	00440103	table_C.17-3b	Include Organizational Role B .	Y	N
sect_C.34.15	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.34.15	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.34.15	table_8.8-1	00440101	table_8.8-1a	Include	Y	N
sect_C.34.15	table_C.17-3b	00080082	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.34.15	table_C.17-3b	00081041	table_8.8-1	Include B .	Y	N
sect_C.34.15	table_C.17-3b	00401101	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.34.15	table_C.17-3b	0044010A	table_8.8-1	Include No Baseline Context ID defined.	Y	N
sect_C.34.15	table_C.34.15-1	00080082	table_8.8-1	Include No Baseline CID defined	Y	N
sect_C.34.15	table_C.34.15-1	00440100	table_10.30-1	Include Assertion Code Sequence (0044,0101) B . The Approver is recorded in the Asserter Identification Sequence inside the .	Y	N
sect_C.34.15	table_C.34.15-1	00440109	table_10-11	Include	Y	N
sect_C.34.17	table_10.41-1	0018990C	table_10-11	Include	Y	N
sect_C.34.17	table_10.41-1	0018990D	table_10-11	Include	Y	N
sect_C.34.17	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.34.17	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.34.17	table_8.8-1	001811C1	table_8.8-1a	Include	Y	N
sect_C.34.17	table_C.34.17-1	001811C1	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.34.17	table_C.34.17-1	00189920	table_10.28-1	Include	Y	N
sect_C.34.17	table_C.34.17-1	00189920	table_10.41-1	Include	Y	N
sect_C.34.18	table_10.41-1	0018990C	table_10-11	Include	Y	N
sect_C.34.18	table_10.41-1	0018990D	table_10-11	Include	Y	N
sect_C.34.18	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.34.18	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.34.18	table_8.8-1	00089215	table_8.8-1a	Include	Y	N
sect_C.34.18	table_C.34.18-1	00089215	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.34.18	table_C.34.18-1	001811C1	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.34.18	table_C.34.18-1	00189934	table_10.28-1	Include	Y	N
sect_C.34.18	table_C.34.18-1	00189934	table_10.41-1	Include	Y	N
sect_C.34.2	table_10-1	00080082	table_8.8-1	Include B .	Y	N
sect_C.34.2	table_10-1	00081041	table_8.8-1	Include B .	Y	N
sect_C.34.2	table_10-1	00401101	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.34.2	table_8.8-1	00080082	table_8.8-1a	Include	Y	N
sect_C.34.2	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.34.2	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.34.2	table_C.34.2-1	00080082	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.34.2	table_C.34.2-1	00080220	table_8.8-1	Include B .	Y	N
sect_C.34.2	table_C.34.2-1	00189906	table_8.8-1	Include	Y	N
sect_C.34.2	table_C.34.2-1	00189907	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.34.2	table_C.34.2-1	00189909	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.34.2	table_C.34.2-1	0018990B	table_8.8-1	Include B . B .	Y	N
sect_C.34.2	table_C.34.2-1	0018990E	table_10-11	Include	Y	N
sect_C.34.2	table_C.34.2-1	00700086	table_10-1	Include	Y	N
sect_C.34.3	table_C.34.3-1	0018990D	table_10-11	Include	Y	N
sect_C.34.5	table_10-20a		table_10-20	Include	N	N
sect_C.34.5	table_10.25-1	00189911	table_10-20a	Include	Y	N
sect_C.34.5	table_10.25-1	004008EA	table_8.8-1	Include B .	Y	N
sect_C.34.5	table_10.25-1	00820034	table_10.26-1	Include Any sub-Sequences in the Constraint Value Sequence (0082,0034) shall only contain one Item. Any Attribute in the Sequence Item(s) shall contain a single Value. If Constraint Type (0082,0032) is MEMBER_OF_CID, this shall be a Selector UI Value (0072,007F), despite the Selector Attribute VR (0072,0050) being SQ. See	Y	N
sect_C.34.5	table_10.25-1	00820035	table_10.26-1	Include	Y	N
sect_C.34.5	table_10.26-1	00720080	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.34.5	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.34.5	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.34.5	table_8.8-1	00720080	table_8.8-1a	Include	Y	N
sect_C.34.5	table_C.34.5-1	00189911	table_10.25-1	Include Only Attributes defined in the or the may be specified as Selector Attributes. See . The same Attribute shall not be constrained in more than one Item in this Sequence. Since these constraints are being placed on the Attributes that will appear in the or the of the resulting Instances, the Patient Specification Sequence will not appear in the Selector Sequence Pointer (0072,0052).	Y	N
sect_C.34.8	table_10.27-1	00189902	table_8.8-1	Include CID may be defined in the Macro invocation.	Y	N
sect_C.34.8	table_10.27-1	00189903	table_8.8-1	Include CID may be defined in the Macro invocation.	Y	N
sect_C.34.8	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.34.8	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.34.8	table_8.8-1	0018991C	table_8.8-1a	Include	Y	N
sect_C.34.8	table_C.34.8-1	00082218	table_8.8-1	Include B .	Y	N
sect_C.34.8	table_C.34.8-1	00082220	table_8.8-1	Include D .	Y	N
sect_C.34.8	table_C.34.8-1	00082228	table_8.8-1	Include B .	Y	N
sect_C.34.8	table_C.34.8-1	00082230	table_8.8-1	Include D .	Y	N
sect_C.34.8	table_C.34.8-1	0018991C	table_8.8-1	Include B .	Y	N
sect_C.34.8	table_C.34.8-1	0018991D	table_10.27-1	Include B for Reference Basis Code Sequence (0018,9902) B for Reference Geometry Code Sequence (0018,9903)	Y	N
sect_C.34.9	table_10-20a		table_10-20	Include	N	N
sect_C.34.9	table_10.25-1	00189913	table_10-20a	Include	Y	N
sect_C.34.9	table_10.25-1	004008EA	table_8.8-1	Include B .	Y	N
sect_C.34.9	table_10.25-1	00820034	table_10.26-1	Include Any sub-Sequences in the Constraint Value Sequence (0082,0034) shall only contain one Item. Any Attribute in the Sequence Item(s) shall contain a single Value. If Constraint Type (0082,0032) is MEMBER_OF_CID, this shall be a Selector UI Value (0072,007F), despite the Selector Attribute VR (0072,0050) being SQ. See	Y	N
sect_C.34.9	table_10.25-1	00820035	table_10.26-1	Include	Y	N
sect_C.34.9	table_10.26-1	00720080	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.34.9	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.34.9	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.34.9	table_8.8-1	00720080	table_8.8-1a	Include	Y	N
sect_C.34.9	table_C.34.9-1	00189913	table_10.25-1	Include For CT only Attributes defined in (i.e., in the Acquisition Protocol Element Sequence (0018,9920) in the ) and Private Data Elements associated with this acquisition protocol element may be specified as Selector Attributes. For XA only Attributes defined in (i.e., in the Acquisition Protocol Element Sequence (0018,9920) in the ) and Private Data Elements associated with this acquisition protocol element may be specified as Selector Attributes. The semantics of Values of Constraint Violation Significance (0082,0036) in the Macro are assigned in . The same Attribute shall not appear in more than one Item in the Sequence with the same Values for Selector Sequence Pointer (0072,0052) and Selector Sequence Pointer Items (0074,1057).	Y	N
sect_C.35.1	table_10-19	0066002F	table_8.8-1	Include CID may be defined in the Macro invocation.	Y	N
sect_C.35.1	table_10-19	00660030	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.35.1	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.35.1	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.35.1	table_8.8-1	004008EA	table_8.8-1a	Include	Y	N
sect_C.35.1	table_C.35.1-1	00221612	table_10-19	Include	Y	N
sect_C.35.1	table_C.35.1-1	004008EA	table_8.8-1	Include D .	Y	N
sect_C.35.1	table_C.35.1-1	00687003	table_8.8-1	Include B .	Y	N
sect_C.35.1	table_C.35.1-1	00880200	table_C.7-11b	Include See for further explanation.	Y	N
sect_C.35.1	table_C.7-11b	00880200	table_C.7-11c	Include	Y	N
sect_C.36.10	table_10-1	00080082	table_8.8-1	Include B .	Y	N
sect_C.36.10	table_10-1	00081041	table_8.8-1	Include B .	Y	N
sect_C.36.10	table_10-1	00401101	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.36.10	table_10.9.1-1		table_10.9.3-1	Include	N	N
sect_C.36.10	table_10.9.3-1	00700086	table_10-1	Include	Y	N
sect_C.36.10	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.36.10	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.36.10	table_8.8-1	00401101	table_8.8-1a	Include	Y	N
sect_C.36.10	table_C.36.10-1		table_10.9.1-1	Include .	N	N
sect_C.36.10	table_C.36.10-1		table_C.36.2.1.1-1	Include . See .	N	N
sect_C.36.10	table_C.36.10-1	00081156	table_10-11	Include .	Y	N
sect_C.36.10	table_C.36.10-1	300A0616	table_10-11	Include .	Y	N
sect_C.36.10	table_C.36.10-1	300A0630	table_10-11	Include .	Y	N
sect_C.36.10	table_C.36.10-1	300A063B	table_10-11	Include .	Y	N
sect_C.36.11	table_10-19	0066002F	table_8.8-1	Include CID may be defined in the Macro invocation.	Y	N
sect_C.36.11	table_10-19	00660030	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.36.11	table_10.33-1	30100007	table_10-11	Include	Y	N
sect_C.36.11	table_10.33-1	30100009	table_10-11	Include	Y	N
sect_C.36.11	table_10.33-1	30100016	table_10-19	Include	Y	N
sect_C.36.11	table_10.33-1	3010004A	table_10-11	Include	Y	N
sect_C.36.11	table_10.34-1	30100007	table_10-11	Include	Y	N
sect_C.36.11	table_10.34-1	30100025	table_10.33-1	Include	Y	N
sect_C.36.11	table_10.34-1	3010004A	table_10-11	Include	Y	N
sect_C.36.11	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.36.11	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.36.11	table_8.8-1	0066002F	table_8.8-1a	Include	Y	N
sect_C.36.11	table_C.36.11-1	300A061C	table_C.36.2.1.5-1	Include .	Y	N
sect_C.36.11	table_C.36.11-1	300A0630	table_10-11	Include .	Y	N
sect_C.36.11	table_C.36.11-1	30100025	table_10.34-1	Include .	Y	N
sect_C.36.11	table_C.36.2.1.5-1	30100003	table_8.8-1	Include D .	Y	N
sect_C.36.11	table_C.36.2.1.5-1	30100004	table_8.8-1	Include See .	Y	N
sect_C.36.12	table_10-19	0066002F	table_8.8-1	Include CID may be defined in the Macro invocation.	Y	N
sect_C.36.12	table_10-19	00660030	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.36.12	table_10.33-1	30100007	table_10-11	Include	Y	N
sect_C.36.12	table_10.33-1	30100009	table_10-11	Include	Y	N
sect_C.36.12	table_10.33-1	30100016	table_10-19	Include	Y	N
sect_C.36.12	table_10.33-1	3010004A	table_10-11	Include	Y	N
sect_C.36.12	table_10.34-1	30100007	table_10-11	Include	Y	N
sect_C.36.12	table_10.34-1	30100025	table_10.33-1	Include	Y	N
sect_C.36.12	table_10.34-1	3010004A	table_10-11	Include	Y	N
sect_C.36.12	table_10.36-1	0018100A	table_10.29-1	Include	Y	N
sect_C.36.12	table_10.36-1	3010002E	table_8.8-1	Include CID may be defined in the Macro invocation.	Y	N
sect_C.36.12	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.36.12	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.36.12	table_8.8-1	3010002E	table_8.8-1a	Include	Y	N
sect_C.36.12	table_C.36.12-1	300A063A	table_C.36.2.2.1-1	Include .	Y	N
sect_C.36.12	table_C.36.12-1	300A0658	table_8.8-1	Include . CID is specified in the IOD.	Y	N
sect_C.36.12	table_C.36.12-1	300A0659	table_8.8-1	Include . D .	Y	N
sect_C.36.12	table_C.36.12-1	300A0678	table_8.8-1	Include . D .	Y	N
sect_C.36.12	table_C.36.12-1	300A0678	table_C.36.2.2.2-1	Include .	Y	N
sect_C.36.12	table_C.36.2.2.1-1		table_10.36-1	Include . D .	N	N
sect_C.36.12	table_C.36.2.2.1-1	300A063A	table_10.35-1	Include . Identifies the device model for the Treatment Device.	Y	N
sect_C.36.12	table_C.36.2.2.2-1	300A0686	table_10.35-1	Include .	Y	N
sect_C.36.12	table_C.36.2.2.2-1	300A0686	table_10.36-1	Include . D .	Y	N
sect_C.36.12	table_C.36.2.2.2-1	30100025	table_10.34-1	Include .	Y	N
sect_C.36.13	table_10-1	00080082	table_8.8-1	Include B .	Y	N
sect_C.36.13	table_10-1	00081041	table_8.8-1	Include B .	Y	N
sect_C.36.13	table_10-1	00401101	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.36.13	table_10-15a	00540410	table_8.8-1	Include B .	Y	N
sect_C.36.13	table_10-15a	00540412	table_8.8-1	Include B .	Y	N
sect_C.36.13	table_10-15a	30100030	table_8.8-1	Include B .	Y	N
sect_C.36.13	table_10-2	00081199	table_10-11	Include	Y	N
sect_C.36.13	table_10-2	004008EA	table_8.8-1	Include B .	Y	N
sect_C.36.13	table_10-2	0040A043	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.36.13	table_10-2	0040A168	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.36.13	table_10.39-1	300600CA	table_8.8-1	Include . CID is specified at invocation.	Y	N
sect_C.36.13	table_10.39-1	300600CB	table_10.40-1	Include .	Y	N
sect_C.36.13	table_10.40-1	300A065B	table_10-2	Include . D .	Y	N
sect_C.36.13	table_10.9.1-1		table_10.9.3-1	Include	N	N
sect_C.36.13	table_10.9.3-1	00700086	table_10-1	Include	Y	N
sect_C.36.13	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.36.13	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.36.13	table_8.8-1	00401101	table_8.8-1a	Include	Y	N
sect_C.36.13	table_C.36.13-1		table_10.9.1-1	Include .	N	N
sect_C.36.13	table_C.36.13-1		table_C.36.2.1.6-1	Include .	N	N
sect_C.36.13	table_C.36.2.1.6-1	00081156	table_10-11	Include .	Y	N
sect_C.36.13	table_C.36.2.1.6-1	300A0629	table_C.36.2.2.17-1	Include .	Y	N
sect_C.36.13	table_C.36.2.1.6-1	300A0635	table_8.8-1	Include . CID is specified at invocation.	Y	N
sect_C.36.13	table_C.36.2.1.6-1	30100080	table_8.8-1	Include . CID is specified at invocation.	Y	N
sect_C.36.13	table_C.36.2.1.6-1	30100080	table_C.36.2.2.4-1	Include . See .	Y	N
sect_C.36.13	table_C.36.2.2.17-1	300A062B	table_10-20	Include .	Y	N
sect_C.36.13	table_C.36.2.2.17-1	300A062D	table_10-2	Include . B . Content Items shall use UCUM units of mm and degrees where applicable.	Y	N
sect_C.36.13	table_C.36.2.2.4-1	300A063F	table_10.39-1	Include . D .	Y	N
sect_C.36.13	table_C.36.2.2.4-1	30100080	table_10-15a	Include .	Y	N
sect_C.36.14	table_10-19	0066002F	table_8.8-1	Include CID may be defined in the Macro invocation.	Y	N
sect_C.36.14	table_10-19	00660030	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.36.14	table_10-2	00081199	table_10-11	Include	Y	N
sect_C.36.14	table_10-2	004008EA	table_8.8-1	Include B .	Y	N
sect_C.36.14	table_10-2	0040A043	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.36.14	table_10-2	0040A168	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.36.14	table_10.33-1	30100007	table_10-11	Include	Y	N
sect_C.36.14	table_10.33-1	30100009	table_10-11	Include	Y	N
sect_C.36.14	table_10.33-1	30100016	table_10-19	Include	Y	N
sect_C.36.14	table_10.33-1	3010004A	table_10-11	Include	Y	N
sect_C.36.14	table_10.34-1	30100007	table_10-11	Include	Y	N
sect_C.36.14	table_10.34-1	30100025	table_10.33-1	Include	Y	N
sect_C.36.14	table_10.34-1	3010004A	table_10-11	Include	Y	N
sect_C.36.14	table_10.36-1	0018100A	table_10.29-1	Include	Y	N
sect_C.36.14	table_10.36-1	3010002E	table_8.8-1	Include CID may be defined in the Macro invocation.	Y	N
sect_C.36.14	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.36.14	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.36.14	table_8.8-1	300A067E	table_8.8-1a	Include	Y	N
sect_C.36.14	table_C.36.14-1		table_C.36.2.2.10-1	Include .	N	N
sect_C.36.14	table_C.36.14-1		table_C.36.2.2.12-1	Include .	N	N
sect_C.36.14	table_C.36.14-1		table_C.36.2.2.13-1	Include .	N	N
sect_C.36.14	table_C.36.14-1		table_C.36.2.2.14-1	Include .	N	N
sect_C.36.14	table_C.36.14-1		table_C.36.2.2.15-1	Include .	N	N
sect_C.36.14	table_C.36.14-1		table_C.36.2.2.16-1	Include .	N	N
sect_C.36.14	table_C.36.14-1		table_C.36.2.2.7-1	Include . Radiation Type Code Sequence (300A,067F) D . Energy Unit Code Sequence (300A,0684) D . Radiation Fluence Modifier Code Sequence (300A,0683) D .	N	N
sect_C.36.14	table_C.36.14-1		table_C.36.2.2.8-1	Include . Device Type Code Sequence (3010,002E) within D.	N	N
sect_C.36.14	table_C.36.2.2.10-1	300A0651	table_C.36.2.2.3-1	Include . D .	Y	N
sect_C.36.14	table_C.36.2.2.12-1	300A0662	table_C.36.2.2.3-1	Include . D .	Y	N
sect_C.36.14	table_C.36.2.2.12-1	300A0667	table_8.8-1	Include . No Baseline CID is defined.	Y	N
sect_C.36.14	table_C.36.2.2.13-1	300A066A	table_C.36.2.2.3-1	Include . D . The Device Alternate Identifier (3010,001B) of the shall not contain a value when the Number of Block Slab Items (300A,0440) is non-zero.	Y	N
sect_C.36.14	table_C.36.2.2.14-1	300A0614	table_C.36.2.2.3-1	Include . D . D .	Y	N
sect_C.36.14	table_C.36.2.2.15-1	300A0671	table_C.36.2.2.3-1	Include . B .	Y	N
sect_C.36.14	table_C.36.2.2.16-1	300A0673	table_C.36.2.2.3-1	Include . D .	Y	N
sect_C.36.14	table_C.36.2.2.16-1	30100025	table_10.34-1	Include .	Y	N
sect_C.36.14	table_C.36.2.2.19-1		table_C.36.2.2.3-1	Include . CID is specified at invocation.	N	N
sect_C.36.14	table_C.36.2.2.19-1	300A0644	table_8.8-1	Include . D . See .	Y	N
sect_C.36.14	table_C.36.2.2.19-1	300A0646	table_10.38-1	Include . The Outline is defined on the Beam Modifier Definition Plane.	Y	N
sect_C.36.14	table_C.36.2.2.3-1		table_10.35-1	Include .	N	N
sect_C.36.14	table_C.36.2.2.3-1		table_10.36-1	Include . CID is specified at invocation.	N	N
sect_C.36.14	table_C.36.2.2.7-1	300A065A	table_10-2	Include . No Baseline TID defined.	Y	N
sect_C.36.14	table_C.36.2.2.7-1	300A067E	table_8.8-1	Include . No Baseline CID is defined.	Y	N
sect_C.36.14	table_C.36.2.2.7-1	300A067F	table_8.8-1	Include . CID is specified at invocation.	Y	N
sect_C.36.14	table_C.36.2.2.7-1	300A0683	table_8.8-1	Include . CID is specified at invocation.	Y	N
sect_C.36.14	table_C.36.2.2.7-1	300A0684	table_8.8-1	Include . CID is specified at invocation.	Y	N
sect_C.36.14	table_C.36.2.2.8-1	300A064D	table_C.36.2.2.19-1	Include .	Y	N
sect_C.36.15	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.36.15	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.36.15	table_8.8-1	300A063E	table_8.8-1a	Include	Y	N
sect_C.36.15	table_C.36.15-1	300A062F	table_C.36.2.2.11-1	Include .	Y	N
sect_C.36.15	table_C.36.15-1	300A062F	table_C.36.2.2.6-1	Include . D .	Y	N
sect_C.36.15	table_C.36.15-1	300A062F	table_C.36.2.2.9-1	Include .	Y	N
sect_C.36.15	table_C.36.2.2.20-1	300A064C	table_10.38-1	Include . The Outline Shape Type (0018,1630) shall be CIRCULAR. The plane is defined in .	Y	N
sect_C.36.15	table_C.36.2.2.6-1	300A062F	table_C.36.2.2.5-1	Include .	Y	N
sect_C.36.15	table_C.36.2.2.6-1	300A063E	table_8.8-1	Include . CID is specified at invocation.	Y	N
sect_C.36.15	table_C.36.2.2.6-1	300A0689	table_10.38-1	Include . The Outline is defined on the Beam Modifier Definition Plane.	Y	N
sect_C.36.15	table_C.36.2.2.9-1	300A0656	table_C.36.2.2.20-1	Include .	Y	N
sect_C.36.16	table_10-2	00081199	table_10-11	Include	Y	N
sect_C.36.16	table_10-2	004008EA	table_8.8-1	Include B .	Y	N
sect_C.36.16	table_10-2	0040A043	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.36.16	table_10-2	0040A168	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.36.16	table_10.36-1	0018100A	table_10.29-1	Include	Y	N
sect_C.36.16	table_10.36-1	3010002E	table_8.8-1	Include CID may be defined in the Macro invocation.	Y	N
sect_C.36.16	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.36.16	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.36.16	table_8.8-1	300A067E	table_8.8-1a	Include	Y	N
sect_C.36.16	table_C.36.16-1		table_C.36.2.2.7-1	Include . Radiation Type Code Sequence (300A,067F) D . Energy Unit Code Sequence (300A,0684) D . Radiation Fluence Modifier Code Sequence (300A,0683) D .	N	N
sect_C.36.16	table_C.36.16-1		table_C.36.2.2.8-1	Include . Device Type Code Sequence (3010,002E) within D.	N	N
sect_C.36.16	table_C.36.2.2.19-1		table_C.36.2.2.3-1	Include . CID is specified at invocation.	N	N
sect_C.36.16	table_C.36.2.2.19-1	300A0644	table_8.8-1	Include . D . See .	Y	N
sect_C.36.16	table_C.36.2.2.19-1	300A0646	table_10.38-1	Include . The Outline is defined on the Beam Modifier Definition Plane.	Y	N
sect_C.36.16	table_C.36.2.2.3-1		table_10.35-1	Include .	N	N
sect_C.36.16	table_C.36.2.2.3-1		table_10.36-1	Include . CID is specified at invocation.	N	N
sect_C.36.16	table_C.36.2.2.7-1	300A065A	table_10-2	Include . No Baseline TID defined.	Y	N
sect_C.36.16	table_C.36.2.2.7-1	300A067E	table_8.8-1	Include . No Baseline CID is defined.	Y	N
sect_C.36.16	table_C.36.2.2.7-1	300A067F	table_8.8-1	Include . CID is specified at invocation.	Y	N
sect_C.36.16	table_C.36.2.2.7-1	300A0683	table_8.8-1	Include . CID is specified at invocation.	Y	N
sect_C.36.16	table_C.36.2.2.7-1	300A0684	table_8.8-1	Include . CID is specified at invocation.	Y	N
sect_C.36.16	table_C.36.2.2.8-1	300A064D	table_C.36.2.2.19-1	Include .	Y	N
sect_C.36.17	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.36.17	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.36.17	table_8.8-1	300A063E	table_8.8-1a	Include	Y	N
sect_C.36.17	table_C.36.17-1	30100098	table_C.36.2.2.6-1	"Include . Defined CID 9558 ""Tomotherapeutic Dose Rate Units"""	Y	N
sect_C.36.17	table_C.36.17-1	30100098	table_C.36.2.2.9-1	Include .	Y	N
sect_C.36.17	table_C.36.2.2.20-1	300A064C	table_10.38-1	Include . The Outline Shape Type (0018,1630) shall be CIRCULAR. The plane is defined in .	Y	N
sect_C.36.17	table_C.36.2.2.6-1	300A063E	table_8.8-1	Include . CID is specified at invocation.	Y	N
sect_C.36.17	table_C.36.2.2.6-1	300A0689	table_10.38-1	Include . The Outline is defined on the Beam Modifier Definition Plane.	Y	N
sect_C.36.17	table_C.36.2.2.6-1	30100098	table_C.36.2.2.5-1	Include .	Y	N
sect_C.36.17	table_C.36.2.2.9-1	300A0656	table_C.36.2.2.20-1	Include .	Y	N
sect_C.36.18	table_10-2	00081199	table_10-11	Include	Y	N
sect_C.36.18	table_10-2	004008EA	table_8.8-1	Include B .	Y	N
sect_C.36.18	table_10-2	0040A043	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.36.18	table_10-2	0040A168	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.36.18	table_10.36-1	0018100A	table_10.29-1	Include	Y	N
sect_C.36.18	table_10.36-1	3010002E	table_8.8-1	Include CID may be defined in the Macro invocation.	Y	N
sect_C.36.18	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.36.18	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.36.18	table_8.8-1	300A067E	table_8.8-1a	Include	Y	N
sect_C.36.18	table_C.36.18-1		table_C.36.2.2.14-1	Include .	N	N
sect_C.36.18	table_C.36.18-1		table_C.36.2.2.7-1	Include . Radiation Type Code Sequence (300A,067F) D . Energy Unit Code Sequence (300A,0684) D . Radiation Fluence Modifier Code Sequence (300A,0683) D .	N	N
sect_C.36.18	table_C.36.18-1		table_C.36.2.2.8-1	Include . Device Type Code Sequence (3010,002E) within D.	N	N
sect_C.36.18	table_C.36.2.2.14-1	300A0614	table_C.36.2.2.3-1	Include . D . D .	Y	N
sect_C.36.18	table_C.36.2.2.19-1		table_C.36.2.2.3-1	Include . CID is specified at invocation.	N	N
sect_C.36.18	table_C.36.2.2.19-1	300A0644	table_8.8-1	Include . D . See .	Y	N
