component_section_id	from_context_key	sequence_tag	next_context_key	transition_condition_text	push_path	is_recursive
sect_C.10.10	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.10.10	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.10.10	table_8.8-1	0040A043	table_8.8-1a	Include	Y	N
sect_C.10.10	table_C.10-11	004008EA	table_8.8-1	Include B .	Y	N
sect_C.10.10	table_C.10-11	0040A043	table_8.8-1	Include Baseline CID may be defined in IOD definition.	Y	N
sect_C.10.10	table_C.10-11	0040A168	table_8.8-1	Include Baseline CID may be defined in IOD definition.	Y	N
sect_C.10.10	table_C.10-11	0040A195	table_8.8-1	Include Baseline CID may be defined in IOD definition.	Y	N
sect_C.10.4	table_10-3	00081140	table_10-11	Include	Y	N
sect_C.10.4	table_C.10-4	00081140	table_10-3	Include	Y	N
sect_C.10.5	table_10-3	00081140	table_10-11	Include	Y	N
sect_C.10.5	table_C.10-5	00081140	table_10-3	Include	Y	N
sect_C.10.5	table_C.10-5	00700008	table_C.10-5a	Include See .	Y	N
sect_C.10.5	table_C.10-5	00700009	table_C.10-5b	Include See .	Y	N
sect_C.10.5	table_C.10-5	00700009	table_C.10-5c	Include See .	Y	N
sect_C.10.5	table_C.10-5	00700209	table_C.10-5a	Include See .	Y	N
sect_C.10.5	table_C.10-5	00700209	table_C.10-5b	Include See .	Y	N
sect_C.10.5	table_C.10-5	00700209	table_C.10-5c	Include in this Module, Attribute Fill Style Sequence (0070,0233) is Type 1C. Required if Graphic Filled (0070,0024) equals Y. See .	Y	N
sect_C.10.8	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.10.8	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.10.8	table_8.8-1	0040A170	table_8.8-1a	Include	Y	N
sect_C.10.8	table_C.10-8	0008114A	table_10-11	Include	Y	N
sect_C.10.8	table_C.10-8	0040A170	table_8.8-1	Include D for referenced waveforms.	Y	N
sect_C.10.9	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.10.9	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.10.9	table_8.8-1	003A0208	table_8.8-1a	Include	Y	N
sect_C.10.9	table_C.10-9	003A0208	table_8.8-1	Include . Baseline CID determined by IOD specialization	Y	N
sect_C.10.9	table_C.10-9	003A0209	table_8.8-1	Include . Baseline CID determined by IOD specialization	Y	N
sect_C.10.9	table_C.10-9	003A020A	table_10-11	Include	Y	N
sect_C.10.9	table_C.10-9	003A0211	table_8.8-1	Include D .	Y	N
sect_C.10.9	table_C.10-9	003A0318	table_C.10.12-1	Include	Y	N
sect_C.10.9	table_C.10-9	003A0319	table_C.10.12-1	Include	Y	N
sect_C.10.9	table_C.10-9	003A0320	table_C.10.13-1	Include	Y	N
sect_C.10.9	table_C.10-9	003A0321	table_C.10.12-1	Include	Y	N
sect_C.10.9	table_C.10.12-1	003A0325	table_8.8-1	Include . B .	Y	N
sect_C.10.9	table_C.10.12-1	003A0328	table_8.8-1	Include . B .	Y	N
sect_C.10.9	table_C.10.12-1	003A032A	table_C.10.13-1	Include	Y	N
sect_C.10.9	table_C.10.13-1	003A032C	table_8.8-1	Include . B .	Y	N
sect_C.10.9	table_C.10.13-1	003A032D	table_8.8-1	Include . B .	Y	N
sect_C.11.1	table_C.11-1		table_C.11-1b	Include	N	N
sect_C.11.10	table_10-1	00080082	table_8.8-1	Include B .	Y	N
sect_C.11.10	table_10-1	00081041	table_8.8-1	Include B .	Y	N
sect_C.11.10	table_10-1	00401101	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.11.10	table_10-12	00080006	table_8.8-1	Include D .	Y	N
sect_C.11.10	table_10-12	0040A043	table_10.9.3-1	Include	Y	N
sect_C.11.10	table_10-12	0040A043	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.11.10	table_10.9.3-1	00700086	table_10-1	Include	Y	N
sect_C.11.10	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.11.10	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.11.10	table_8.8-1	0040A043	table_8.8-1a	Include	Y	N
sect_C.11.10	table_C.11.10-1		table_10-12	Include The Content Label Value may be used by an application as a Defined Term in order to imply some grouping of different presentation states, i.e., it may have the same value for different Presentation State Instances that share some common concept.	N	N
sect_C.11.11	table_10-3	00081140	table_10-11	Include	Y	N
sect_C.11.11	table_C.11.11-1		table_C.11.11-1b	Include	N	N
sect_C.11.11	table_C.11.11-1b	00081140	table_10-3	Include	Y	N
sect_C.11.14	table_10-3	00081140	table_10-11	Include	Y	N
sect_C.11.14	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.11.14	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.11.14	table_8.8-1	0040A170	table_8.8-1a	Include	Y	N
sect_C.11.14	table_C.11.11-1b	00081140	table_10-3	Include	Y	N
sect_C.11.14	table_C.11.14-1	00081140	table_10-3	Include	Y	N
sect_C.11.14	table_C.11.14-1	00081140	table_C.11-2b	Include	Y	N
sect_C.11.14	table_C.11.14-1	00700402	table_C.11-1b	Include if a Modality LUT is to be applied to referenced image(s).	Y	N
sect_C.11.14	table_C.11.14-1	00700402	table_C.11.11-1b	Include	Y	N
sect_C.11.14	table_C.11.14-1	00700404	table_C.17-3	Include	Y	N
sect_C.11.14	table_C.17-3	00081115	table_C.17-3a	Include	Y	N
sect_C.11.14	table_C.17-3a	00081199	table_10-11	Include	Y	N
sect_C.11.14	table_C.17-3a	0040A170	table_8.8-1	Include Baseline CID may be specified in Macro invocation.	Y	N
sect_C.11.16	table_10-1	00080082	table_8.8-1	Include B .	Y	N
sect_C.11.16	table_10-1	00081041	table_8.8-1	Include B .	Y	N
sect_C.11.16	table_10-1	00401101	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.11.16	table_10-12	00080006	table_8.8-1	Include D .	Y	N
sect_C.11.16	table_10-12	0040A043	table_10.9.3-1	Include	Y	N
sect_C.11.16	table_10-12	0040A043	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.11.16	table_10.9.3-1	00700086	table_10-1	Include	Y	N
sect_C.11.16	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.11.16	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.11.16	table_8.8-1	0040A043	table_8.8-1a	Include	Y	N
sect_C.11.16	table_C.11.16-1		table_10-12	Include	N	N
sect_C.11.16	table_C.11.16-1	00720102	table_C.23.2-2	Include	Y	N
sect_C.11.16	table_C.11.16-1	00880200	table_C.7-11b	Include See for further explanation.	Y	N
sect_C.11.16	table_C.7-11b	00880200	table_C.7-11c	Include	Y	N
sect_C.11.17	table_10-3	00720427	table_10-11	Include	Y	N
sect_C.11.17	table_C.11.17-1	00081134	table_10-11	Include	Y	N
sect_C.11.17	table_C.11.17-1	00081140	table_10-3	Include The order of Frames identified in the Referenced Frame Number (0008,1160) affects ordering in STACK Image Box Layout. See .	Y	N
sect_C.11.17	table_C.11.17-1	0008114A	table_10-11	Include	Y	N
sect_C.11.17	table_C.11.17-1	00089237	table_10-11	Include	Y	N
sect_C.11.17	table_C.11.17-1	00720427	table_10-3	Include	Y	N
sect_C.11.19	table_C.11.19-1	00081140	table_10-11	Include	Y	N
sect_C.11.2	table_C.11-2		table_C.11-2b	Include	N	N
sect_C.11.20	table_10-3	00081140	table_10-11	Include	Y	N
sect_C.11.20	table_C.11.20-1	00081140	table_10-3	Include	Y	N
sect_C.11.20	table_C.11.20-1	00081140	table_C.7-17a	Include	Y	N
sect_C.11.21	table_C.11.21-1	00081140	table_10-11	Include	Y	N
sect_C.11.22	table_10-1	00080082	table_8.8-1	Include B .	Y	N
sect_C.11.22	table_10-1	00081041	table_8.8-1	Include B .	Y	N
sect_C.11.22	table_10-1	00401101	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.11.22	table_10-12	00080006	table_8.8-1	Include D .	Y	N
sect_C.11.22	table_10-12	0040A043	table_10.9.3-1	Include	Y	N
sect_C.11.22	table_10-12	0040A043	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.11.22	table_10-3	00701104	table_10-11	Include	Y	N
sect_C.11.22	table_10.9.3-1	00700086	table_10-1	Include	Y	N
sect_C.11.22	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.11.22	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.11.22	table_8.8-1	0040A043	table_8.8-1a	Include	Y	N
sect_C.11.22	table_C.11.22-1		table_10-12	Include The Content Label Value may be used by an application as a Defined Term in order to imply some grouping of different Presentation States, i.e., it may have the same value for different Presentation State Instances that share some common concept.	N	N
sect_C.11.22	table_C.11.22-1	00701104	table_10-3	Include	Y	N
sect_C.11.23	table_10-3	00081140	table_10-11	Include	Y	N
sect_C.11.23	table_C.11.23-1	00081140	table_10-3	Include	Y	N
sect_C.11.23	table_C.11.23-1	00700404	table_10-11	Include	Y	N
sect_C.11.23	table_C.11.23-1	00701201	table_C.11-2b	Include	Y	N
sect_C.11.24	table_10-3	00081140	table_10-11	Include	Y	N
sect_C.11.24	table_C.11.24-1	00081140	table_10-3	Include	Y	N
sect_C.11.25	table_10-6	00082218	table_8.8-1	Include CID may be defined in the Macro invocation.	Y	N
sect_C.11.25	table_10-6	00082220	table_10-8	Include CID may be defined in the Macro invocation.	Y	N
sect_C.11.25	table_10-6	00082220	table_8.8-1	Include D , unless otherwise defined in the Macro invocation.	Y	N
sect_C.11.25	table_10-8	00082228	table_8.8-1	Include CID may be defined in the Macro invocation.	Y	N
sect_C.11.25	table_10-8	00082230	table_8.8-1	Include D .	Y	N
sect_C.11.25	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.11.25	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.11.25	table_8.8-1	00082218	table_8.8-1a	Include	Y	N
sect_C.11.25	table_C.11.25-1		table_10-6	Include No Baseline CID is defined.	N	N
sect_C.11.25	table_C.11.25-1	00540220	table_8.8-1	Include . B .	Y	N
sect_C.11.25	table_C.11.25-1	00540222	table_8.8-1	Include . B .	Y	N
sect_C.11.28	table_C.11.28-1	00701903	table_10-11	Include	Y	N
sect_C.11.33	table_10-3	00081140	table_10-11	Include	Y	N
sect_C.11.33	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.11.33	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.11.33	table_8.8-1	0040A170	table_8.8-1a	Include	Y	N
sect_C.11.33	table_C.11.33-1	00081140	table_10-3	Include	Y	N
sect_C.11.33	table_C.11.33-1	00081140	table_C.11-2b	Include	Y	N
sect_C.11.33	table_C.11.33-1	00480120	table_C.7-22a	Include	Y	N
sect_C.11.33	table_C.11.33-1	00700404	table_C.11.33.1-1	Include	Y	N
sect_C.11.33	table_C.11.33-1	00700404	table_C.17-3	Include	Y	N
sect_C.11.33	table_C.17-3	00081115	table_C.17-3a	Include	Y	N
sect_C.11.33	table_C.17-3a	00081199	table_10-11	Include	Y	N
sect_C.11.33	table_C.17-3a	0040A170	table_8.8-1	Include Baseline CID may be specified in Macro invocation.	Y	N
sect_C.11.35	table_10-3	00081140	table_10-11	Include	Y	N
sect_C.11.35	table_C.11.35-1	00081140	table_10-3	Include	Y	N
sect_C.11.35	table_C.11.35-1	00081140	table_C.11-1b	Include	Y	N
sect_C.11.8	table_10-3	00081140	table_10-11	Include	Y	N
sect_C.11.8	table_C.11.8-1	00081140	table_10-3	Include	Y	N
sect_C.11.8	table_C.11.8-1	00081140	table_C.11-2b	Include	Y	N
sect_C.12.1	table_10-1	00080082	table_8.8-1	Include B .	Y	N
sect_C.12.1	table_10-1	00081041	table_8.8-1	Include B .	Y	N
sect_C.12.1	table_10-1	00401101	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.12.1	table_10-3	00209172	table_10-11	Include	Y	N
sect_C.12.1	table_10.41-1	0018990C	table_10-11	Include	Y	N
sect_C.12.1	table_10.41-1	0018990D	table_10-11	Include	Y	N
sect_C.12.1	table_8.8-1	0008001D	table_8.8-1a	Include	Y	N
sect_C.12.1	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.12.1	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.12.1	table_C.12-1		table_10.41-1	Include	N	N
sect_C.12.1	table_C.12-1		table_C.12-6	Include	N	N
sect_C.12.1	table_C.12-1	0008001D	table_8.8-1	Include D . D .	Y	N
sect_C.12.1	table_C.12-1	00081041	table_8.8-1	Include B .	Y	N
sect_C.12.1	table_C.12-1	00081072	table_10-1	Include	Y	N
sect_C.12.1	table_C.12-1	0018100A	table_10.29-1	Include	Y	N
sect_C.12.1	table_C.12-1	00209172	table_10-3	Include	Y	N
sect_C.12.1	table_C.12-1	0040A170	table_8.8-1	Include D .	Y	N
sect_C.12.1	table_C.12-1	0040A390	table_10-11	Include	Y	N
sect_C.12.1	table_C.12-1	04000500	table_C.12.1.1.9-1	Include	Y	N
sect_C.12.1	table_C.12-6	04000401	table_8.8-1	Include B .	Y	N
sect_C.12.1	table_C.12.1.1.9-1	04000551	table_10-20	Include Pointer to Attribute in Modified Attributes Sequence (0400,0550) that had a nonconforming value.	Y	N
sect_C.12.2	table_10-4	0008114A	table_10-11	Include	Y	N
sect_C.12.2	table_C.12-8	0008114A	table_10-11	Include	Y	N
sect_C.12.2	table_C.12-8	00081200	table_10-4	Include	Y	N
sect_C.12.4	table_10-3	00081140	table_10-11	Include	Y	N
sect_C.12.4	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.12.4	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.12.4	table_8.8-1	0040A170	table_8.8-1a	Include	Y	N
sect_C.12.4	table_C.12-10	00081140	table_10-3	Include	Y	N
sect_C.12.4	table_C.12-10	0008114A	table_10-11	Include	Y	N
sect_C.12.4	table_C.12-10	00082112	table_10-3	Include	Y	N
sect_C.12.4	table_C.12-10	00089215	table_8.8-1	Include D .	Y	N
sect_C.12.4	table_C.12-10	0040A170	table_8.8-1	Include D .	Y	N
sect_C.12.4	table_C.12-10	00420013	table_10-11	Include	Y	N
sect_C.13.2	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.13.2	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.13.2	table_8.8-1	00102161	table_8.8-1a	Include	Y	N
sect_C.13.2	table_C.13-2	00102161	table_8.8-1	Include B .	Y	N
sect_C.13.2	table_C.13-2	20000500	table_10-11	Include	Y	N
sect_C.13.4	table_C.13-4	20100500	table_10-11	Include	Y	N
sect_C.13.4	table_C.13-4	20100510	table_10-11	Include	Y	N
sect_C.13.4	table_C.13-4	20100520	table_10-11	Include	Y	N
sect_C.13.4	table_C.13-4	20500500	table_10-11	Include	Y	N
sect_C.14	table_C.14-1	00081198	table_10-11	Include	Y	N
sect_C.14	table_C.14-1	00081199	table_10-11	Include	Y	N
sect_C.17.1	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.17.1	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.17.1	table_8.8-1	0008103F	table_8.8-1a	Include	Y	N
sect_C.17.1	table_C.17-1	0008103F	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.17.1	table_C.17-1	00081111	table_10-11	Include	Y	N
sect_C.17.2	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.17.2	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.17.2	table_8.8-1	0040A088	table_8.8-1a	Include	Y	N
sect_C.17.2	table_C.17-2	00080082	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.17.2	table_C.17-2	00080220	table_8.8-1	Include B .	Y	N
sect_C.17.2	table_C.17-2	0008114A	table_10-11	Include	Y	N
sect_C.17.2	table_C.17-2	0040A078	table_C.17-3b	Include	Y	N
sect_C.17.2	table_C.17-2	0040A07A	table_C.17-3b	Include	Y	N
sect_C.17.2	table_C.17-2	0040A088	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.17.2	table_C.17-2	0040A170	table_8.8-1	Include D .	Y	N
sect_C.17.2	table_C.17-2	0040A360	table_C.17-3	Include Purpose of Reference Code Sequence in the Hierarchical SOP Instance Reference Macro D .	Y	N
sect_C.17.2	table_C.17-2	0040A370	table_C.17-3c	Include	Y	N
sect_C.17.2	table_C.17-2	0040A372	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.17.2	table_C.17-2	0040A375	table_C.17-3	Include	Y	N
sect_C.17.2	table_C.17-2	0040A385	table_C.17-3	Include	Y	N
sect_C.17.2	table_C.17-2	0040A525	table_C.17-3	Include	Y	N
sect_C.17.2	table_C.17-3	00081115	table_C.17-3a	Include	Y	N
sect_C.17.2	table_C.17-3a	00081199	table_10-11	Include	Y	N
sect_C.17.2	table_C.17-3a	0040A170	table_8.8-1	Include Baseline CID may be specified in Macro invocation.	Y	N
sect_C.17.2	table_C.17-3b	00080082	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.17.2	table_C.17-3b	00081041	table_8.8-1	Include B .	Y	N
sect_C.17.2	table_C.17-3b	00401101	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.17.2	table_C.17-3b	0044010A	table_8.8-1	Include No Baseline Context ID defined.	Y	N
sect_C.17.2	table_C.17-3c	00080051	table_10-17	Include	Y	N
sect_C.17.2	table_C.17-3c	00081110	table_10-11	Include	Y	N
sect_C.17.2	table_C.17-3c	00321064	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.17.2	table_C.17-3c	00400026	table_10-17	Include	Y	N
sect_C.17.2	table_C.17-3c	00400027	table_10-17	Include	Y	N
sect_C.17.2	table_C.17-3c	0040100A	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.17.3	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.17.3	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.17.3	table_8.8-1	0040A043	table_8.8-1a	Include	Y	N
sect_C.17.3	table_C.17-4		table_C.17-5	Include With a Value Type (0040,A040) of CONTAINER.	N	N
sect_C.17.3	table_C.17-4		table_C.17-6	Include	N	N
sect_C.17.3	table_C.17-5		table_C.18.1-1	Include if and only if Value Type (0040,A040) is NUM.	N	N
sect_C.17.3	table_C.17-5		table_C.18.10-1	Include if and only if Value Type (0040,A040) is TABLE.	N	N
sect_C.17.3	table_C.17-5		table_C.18.2-1	Include if and only if Value Type (0040,A040) is CODE.	N	N
sect_C.17.3	table_C.17-5		table_C.18.3-1	Include if and only if Value Type (0040,A040) is COMPOSITE.	N	N
sect_C.17.3	table_C.17-5		table_C.18.4-1	Include if and only if Value Type (0040,A040) is IMAGE.	N	N
sect_C.17.3	table_C.17-5		table_C.18.5-1	Include if and only if Value Type (0040,A040) is WAVEFORM.	N	N
sect_C.17.3	table_C.17-5		table_C.18.6-1	Include if and only if Value Type (0040,A040) is SCOORD.	N	N
sect_C.17.3	table_C.17-5		table_C.18.7-1	Include if and only if Value Type (0040,A040) is TCOORD.	N	N
sect_C.17.3	table_C.17-5		table_C.18.8-1	Include if and only if Value Type (0040,A040) is CONTAINER.	N	N
sect_C.17.3	table_C.17-5		table_C.18.9-1	Include if and only if Value Type (0040,A040) is SCOORD3D.	N	N
sect_C.17.3	table_C.17-5	0040A043	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.17.3	table_C.17-6	0040A730	table_C.17-5	Include if the Target Content Item is included by-value in the Source Content Item. The Macro shall not be present if the relationship is by-reference.	Y	N
sect_C.17.3	table_C.17-6	0040A730	table_C.17-6	Include if the Target Content Item is included by-value in the Source Content Item. The Macro shall not be present if the relationship is by-reference.	Y	Y
sect_C.17.3	table_C.18.1-1	004008EA	table_8.8-1	Include D .	Y	N
sect_C.17.3	table_C.18.1-1	0040A301	table_8.8-1	Include D .	Y	N
sect_C.17.3	table_C.18.10-1	004008EA	table_8.8-1	Include D .	Y	N
sect_C.17.3	table_C.18.10-1	0040A043	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.17.3	table_C.18.10-1	0040A168	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.17.3	table_C.18.10-1	0040A301	table_8.8-1	Include D .	Y	N
sect_C.17.3	table_C.18.2-1	0040A168	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.17.3	table_C.18.3-1	00081199	table_10-11	Include	Y	N
sect_C.17.3	table_C.18.4-1		table_C.18.3-1	Include	N	N
sect_C.17.3	table_C.18.4-1	0008114B	table_10-11	Include	Y	N
sect_C.17.3	table_C.18.4-1	00081199	table_10-11	Include	Y	N
sect_C.17.3	table_C.18.4-1	00880200	table_C.7-11b	Include See	Y	N
sect_C.17.3	table_C.18.5-1		table_C.18.3-1	Include	N	N
sect_C.17.3	table_C.7-11b	00880200	table_C.7-11c	Include	Y	N
sect_C.17.6.1	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.17.6.1	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.17.6.1	table_8.8-1	0008103F	table_8.8-1a	Include	Y	N
sect_C.17.6.1	table_C.17.6-1	0008103F	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.17.6.1	table_C.17.6-1	00081111	table_10-11	Include	Y	N
sect_C.17.6.2	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.17.6.2	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.17.6.2	table_8.8-1	00321064	table_8.8-1a	Include	Y	N
sect_C.17.6.2	table_C.17-3	00081115	table_C.17-3a	Include	Y	N
sect_C.17.6.2	table_C.17-3a	00081199	table_10-11	Include	Y	N
sect_C.17.6.2	table_C.17-3a	0040A170	table_8.8-1	Include Baseline CID may be specified in Macro invocation.	Y	N
sect_C.17.6.2	table_C.17-3c	00080051	table_10-17	Include	Y	N
sect_C.17.6.2	table_C.17-3c	00081110	table_10-11	Include	Y	N
sect_C.17.6.2	table_C.17-3c	00321064	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.17.6.2	table_C.17-3c	00400026	table_10-17	Include	Y	N
sect_C.17.6.2	table_C.17-3c	00400027	table_10-17	Include	Y	N
sect_C.17.6.2	table_C.17-3c	0040100A	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.17.6.2	table_C.17.6-2	0040A370	table_C.17-3c	Include	Y	N
sect_C.17.6.2	table_C.17.6-2	0040A375	table_C.17-3	Include	Y	N
sect_C.17.6.2	table_C.17.6-2	0040A525	table_C.17-3	Include	Y	N
sect_C.19.1	table_10-3	0008114A	table_10-11	Include	Y	N
sect_C.19.1	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.19.1	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.19.1	table_8.8-1	0040A043	table_8.8-1a	Include	Y	N
sect_C.19.1	table_C.19-1	0008114A	table_10-3	Include	Y	N
sect_C.19.1	table_C.19-1	0040A043	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.19.1	table_C.19-1	0040A170	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.2.3	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.2.3	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.2.3	table_8.8-1	00100044	table_8.8-1a	Include	Y	N
sect_C.2.3	table_C.2-3	00100015	table_8.8-1	Include B .	Y	N
sect_C.2.3	table_C.2-3	00100044	table_8.8-1	Include B .	Y	N
sect_C.2.3	table_C.2-3	00100046	table_8.8-1	Include B .	Y	N
sect_C.2.3	table_C.2-3	00100050	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.2.3	table_C.2-3	00100101	table_8.8-1	Include B .	Y	N
sect_C.2.3	table_C.2-3	00100102	table_8.8-1	Include B .	Y	N
sect_C.2.3	table_C.2-3	00100215	table_8.8-1	Include D .	Y	N
sect_C.2.3	table_C.2-3	00100219	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.2.3	table_C.2-3	00100229	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.2.3	table_C.2-3	00101021	table_8.8-1	Include B for pediatric patients.	Y	N
sect_C.2.3	table_C.2-3	00102161	table_8.8-1	Include B .	Y	N
sect_C.2.3	table_C.2-3	00102202	table_8.8-1	Include D .	Y	N
sect_C.2.3	table_C.2-3	00102293	table_8.8-1	Include D .	Y	N
sect_C.2.3	table_C.2-3	00102296	table_8.8-1	Include D .	Y	N
sect_C.2.4	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.2.4	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.2.4	table_8.8-1	0040A170	table_8.8-1a	Include	Y	N
sect_C.2.4	table_C.2-4	00380100	table_10-11	Include	Y	N
sect_C.2.4	table_C.2-4	0040A170	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.20.2	table_10-1	00080082	table_8.8-1	Include B .	Y	N
sect_C.20.2	table_10-1	00081041	table_8.8-1	Include B .	Y	N
sect_C.20.2	table_10-1	00401101	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.20.2	table_10-12	00080006	table_8.8-1	Include D .	Y	N
sect_C.20.2	table_10-12	0040A043	table_10.9.3-1	Include	Y	N
sect_C.20.2	table_10-12	0040A043	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.20.2	table_10-3	00081140	table_10-11	Include	Y	N
sect_C.20.2	table_10.9.3-1	00700086	table_10-1	Include	Y	N
sect_C.20.2	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.20.2	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.20.2	table_8.8-1	0040A043	table_8.8-1a	Include	Y	N
sect_C.20.2	table_C.20.2-1		table_10-12	Include	N	N
sect_C.20.2	table_C.20.2-1	00081140	table_10-3	Include	Y	N
sect_C.20.2	table_C.20.2-1	00620012	table_10-11	Include Reference to the Segmentation or Surface Segmentation SOP Instance identifying the used Segments.	Y	N
sect_C.20.2	table_C.20.2-1	0070030D	table_8.8-1	Include B .	Y	N
sect_C.20.2	table_C.20.2-1	00700314	table_10-11	Include Reference to the Spatial Fiducial SOP Instance identifying the used Fiducial(s).	Y	N
sect_C.20.2	table_C.20.2-1	00700315	table_10-11	Include Reference to the RT Structure Set SOP Instance identifying the used ROIs.	Y	N
sect_C.20.3	table_10-1	00080082	table_8.8-1	Include B .	Y	N
sect_C.20.3	table_10-1	00081041	table_8.8-1	Include B .	Y	N
sect_C.20.3	table_10-1	00401101	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.20.3	table_10-12	00080006	table_8.8-1	Include D .	Y	N
sect_C.20.3	table_10-12	0040A043	table_10.9.3-1	Include	Y	N
sect_C.20.3	table_10-12	0040A043	table_8.8-1	Include No Baseline CID is defined.	Y	N
sect_C.20.3	table_10-3	00081140	table_10-11	Include	Y	N
sect_C.20.3	table_10.9.3-1	00700086	table_10-1	Include	Y	N
sect_C.20.3	table_8.8-1	00080121	table_8.8-1a	Include	Y	N
sect_C.20.3	table_8.8-1	00080121	table_8.8-1b	Include	Y	N
sect_C.20.3	table_8.8-1	0040A043	table_8.8-1a	Include	Y	N
sect_C.20.3	table_C.20.3-1		table_10-12	Include	N	N
sect_C.20.3	table_C.20.3-1	00081140	table_10-3	Include	Y	N
sect_C.20.3	table_C.20.3-1	0070030D	table_8.8-1	Include B .	Y	N
sect_C.20.3	table_C.20.3-1	00700314	table_10-11	Include Reference to the Spatial Fiducial SOP Instance identifying the used Fiducial(s).	Y	N
sect_C.21.2	table_10-1	00080082	table_8.8-1	Include B .	Y	N
