iod_xml_id	entry_index	entry_kind	ie_name	component_name	component_section_id	usage	usage_condition_text	fg_scope	source_table_xml_id
sect_A.2	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.2-1
sect_A.2	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.2-1
sect_A.2	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.2-1
sect_A.2	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.2-1
sect_A.2	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.2-1
sect_A.2	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.2-1
sect_A.2	6	module	Series	CR Series	sect_C.8.1.1	M		none	table_A.2-1
sect_A.2	7	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.2-1
sect_A.2	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.2-1
sect_A.2	9	module	Acquisition	General Acquisition	sect_C.7.10.1	M		none	table_A.2-1
sect_A.2	10	module	Image	General Image	sect_C.7.6.1	M		none	table_A.2-1
sect_A.2	11	module	Image	General Reference	sect_C.12.4	U		none	table_A.2-1
sect_A.2	12	module	Image	Image Pixel	sect_C.7.6.3	M		none	table_A.2-1
sect_A.2	13	module	Image	Contrast/Bolus	sect_C.7.6.4	C	Required if contrast media was used in this image	none	table_A.2-1
sect_A.2	14	module	Image	Display Shutter	sect_C.7.6.11	U		none	table_A.2-1
sect_A.2	15	module	Image	Device	sect_C.7.6.12	U		none	table_A.2-1
sect_A.2	16	module	Image	Specimen	sect_C.7.6.22	U		none	table_A.2-1
sect_A.2	17	module	Image	CR Image	sect_C.8.1.2	M		none	table_A.2-1
sect_A.2	18	module	Image	Overlay Plane	sect_C.9.2	U		none	table_A.2-1
sect_A.2	19	module	Image	Modality LUT	sect_C.11.1	U		none	table_A.2-1
sect_A.2	20	module	Image	VOI LUT	sect_C.11.2	U		none	table_A.2-1
sect_A.2	21	module	Image	SOP Common	sect_C.12.1	M		none	table_A.2-1
sect_A.2	22	module	Image	Common Instance Reference	sect_C.12.2	U		none	table_A.2-1
sect_A.3	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.3-1
sect_A.3	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.3-1
sect_A.3	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.3-1
sect_A.3	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.3-1
sect_A.3	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.3-1
sect_A.3	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.3-1
sect_A.3	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.3-1
sect_A.3	7	module	Frame of Reference	Frame of Reference	sect_C.7.4.1	M		none	table_A.3-1
sect_A.3	8	module	Frame of Reference	Synchronization	sect_C.7.4.2	C	Required if time synchronization was applied.	none	table_A.3-1
sect_A.3	9	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.3-1
sect_A.3	10	module	Acquisition	General Acquisition	sect_C.7.10.1	M		none	table_A.3-1
sect_A.3	11	module	Image	General Image	sect_C.7.6.1	M		none	table_A.3-1
sect_A.3	12	module	Image	General Reference	sect_C.12.4	U		none	table_A.3-1
sect_A.3	13	module	Image	Enhanced Patient Orientation	sect_C.7.6.30	U		none	table_A.3-1
sect_A.3	14	module	Image	Image Plane	sect_C.7.6.2	M		none	table_A.3-1
sect_A.3	15	module	Image	Image Pixel	sect_C.7.6.3	M		none	table_A.3-1
sect_A.3	16	module	Image	Contrast/Bolus	sect_C.7.6.4	C	Required if contrast media was used in this image	none	table_A.3-1
sect_A.3	17	module	Image	Device	sect_C.7.6.12	U		none	table_A.3-1
sect_A.3	18	module	Image	Specimen	sect_C.7.6.22	U		none	table_A.3-1
sect_A.3	19	module	Image	CT Image	sect_C.8.2.1	M		none	table_A.3-1
sect_A.3	20	module	Image	Multi-energy CT Image	sect_C.8.2.2	C	Required if Multi-energy CT Acquisition (0018,9361) is YES.	none	table_A.3-1
sect_A.3	21	module	Image	Overlay Plane	sect_C.9.2	U		none	table_A.3-1
sect_A.3	22	module	Image	VOI LUT	sect_C.11.2	U		none	table_A.3-1
sect_A.3	23	module	Image	SOP Common	sect_C.12.1	M		none	table_A.3-1
sect_A.3	24	module	Image	Common Instance Reference	sect_C.12.2	U		none	table_A.3-1
sect_A.4	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.4-1
sect_A.4	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.4-1
sect_A.4	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.4-1
sect_A.4	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.4-1
sect_A.4	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.4-1
sect_A.4	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.4-1
sect_A.4	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.4-1
sect_A.4	7	module	Frame of Reference	Frame of Reference	sect_C.7.4.1	M		none	table_A.4-1
sect_A.4	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.4-1
sect_A.4	9	module	Acquisition	General Acquisition	sect_C.7.10.1	M		none	table_A.4-1
sect_A.4	10	module	Image	General Image	sect_C.7.6.1	M		none	table_A.4-1
sect_A.4	11	module	Image	General Reference	sect_C.12.4	U		none	table_A.4-1
sect_A.4	12	module	Image	Enhanced Patient Orientation	sect_C.7.6.30	U		none	table_A.4-1
sect_A.4	13	module	Image	Image Plane	sect_C.7.6.2	M		none	table_A.4-1
sect_A.4	14	module	Image	Image Pixel	sect_C.7.6.3	M		none	table_A.4-1
sect_A.4	15	module	Image	Contrast/Bolus	sect_C.7.6.4	C	Required if contrast media was used in this image	none	table_A.4-1
sect_A.4	16	module	Image	Device	sect_C.7.6.12	U		none	table_A.4-1
sect_A.4	17	module	Image	Specimen	sect_C.7.6.22	U		none	table_A.4-1
sect_A.4	18	module	Image	MR Image	sect_C.8.3.1	M		none	table_A.4-1
sect_A.4	19	module	Image	Overlay Plane	sect_C.9.2	U		none	table_A.4-1
sect_A.4	20	module	Image	VOI LUT	sect_C.11.2	U		none	table_A.4-1
sect_A.4	21	module	Image	SOP Common	sect_C.12.1	M		none	table_A.4-1
sect_A.4	22	module	Image	Common Instance Reference	sect_C.12.2	U		none	table_A.4-1
sect_A.5	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.5-1
sect_A.5	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.5-1
sect_A.5	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.5-1
sect_A.5	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.5-1
sect_A.5	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.5-1
sect_A.5	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.5-1
sect_A.5	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.5-1
sect_A.5	7	module	Series	NM/PET Patient Orientation	sect_C.8.4.6	M		none	table_A.5-1
sect_A.5	8	module	Frame of Reference	Frame of Reference	sect_C.7.4.1	U		none	table_A.5-1
sect_A.5	9	module	Frame of Reference	Synchronization	sect_C.7.4.2	C	Required if time synchronization was applied	none	table_A.5-1
sect_A.5	10	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.5-1
sect_A.5	11	module	Acquisition	General Acquisition	sect_C.7.10.1	M		none	table_A.5-1
sect_A.5	12	module	Image	General Image	sect_C.7.6.1	M		none	table_A.5-1
sect_A.5	13	module	Image	General Reference	sect_C.12.4	U		none	table_A.5-1
sect_A.5	14	module	Image	Image Pixel	sect_C.7.6.3	M		none	table_A.5-1
sect_A.5	15	module	Image	Acquisition Context	sect_C.7.6.14	U	See	none	table_A.5-1
sect_A.5	16	module	Image	Device	sect_C.7.6.12	U		none	table_A.5-1
sect_A.5	17	module	Image	Specimen	sect_C.7.6.22	U		none	table_A.5-1
sect_A.5	18	module	Image	NM Image Pixel	sect_C.8.4.7	M		none	table_A.5-1
sect_A.5	19	module	Image	Multi-frame	sect_C.7.6.6	M		none	table_A.5-1
sect_A.5	20	module	Image	NM Multi-frame	sect_C.8.4.8	M		none	table_A.5-1
sect_A.5	21	module	Image	NM Image	sect_C.8.4.9	M		none	table_A.5-1
sect_A.5	22	module	Image	NM Isotope	sect_C.8.4.10	M		none	table_A.5-1
sect_A.5	23	module	Image	NM Detector	sect_C.8.4.11	M		none	table_A.5-1
sect_A.5	24	module	Image	NM Tomo Acquisition	sect_C.8.4.12	C	Required if Image Type (0008,0008) Value 3 is TOMO, GATED TOMO, RECON TOMO or RECON GATED TOMO	none	table_A.5-1
sect_A.5	25	module	Image	NM Multi-gated Acquisition	sect_C.8.4.13	C	Required if Image Type (0008,0008) Value 3 is GATED, GATED TOMO, or RECON GATED TOMO	none	table_A.5-1
sect_A.5	26	module	Image	NM Phase	sect_C.8.4.14	C	Required if Image Type (0008,0008) Value 3 is DYNAMIC	none	table_A.5-1
sect_A.5	27	module	Image	NM Reconstruction	sect_C.8.4.15	C	Required if Image Type (0008,0008) Value 3 is RECON TOMO or RECON GATED TOMO	none	table_A.5-1
sect_A.5	28	module	Image	Overlay Plane	sect_C.9.2	U		none	table_A.5-1
sect_A.5	29	module	Image	Multi-frame Overlay	sect_C.9.3	U		none	table_A.5-1
sect_A.5	30	module	Image	VOI LUT	sect_C.11.2	U		none	table_A.5-1
sect_A.5	31	module	Image	ICC Profile	sect_C.11.15	U		none	table_A.5-1
sect_A.5	32	module	Image	SOP Common	sect_C.12.1	M		none	table_A.5-1
sect_A.5	33	module	Image	Common Instance Reference	sect_C.12.2	U		none	table_A.5-1
sect_A.5	34	module	Image	Frame Extraction	sect_C.12.3	C	Required if the SOP Instance was created in response to a Frame-Level retrieve request	none	table_A.5-1
sect_A.6	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.6-1
sect_A.6	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.6-1
sect_A.6	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.6-1
sect_A.6	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.6-1
sect_A.6	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.6-1
sect_A.6	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.6-1
sect_A.6	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.6-1
sect_A.6	7	module	Frame of Reference	Frame of Reference	sect_C.7.4.1	U		none	table_A.6-1
sect_A.6	8	module	Frame of Reference	Synchronization	sect_C.7.4.2	U		none	table_A.6-1
sect_A.6	9	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.6-1
sect_A.6	10	module	Acquisition	General Acquisition	sect_C.7.10.1	M		none	table_A.6-1
sect_A.6	11	module	Image	General Image	sect_C.7.6.1	M		none	table_A.6-1
sect_A.6	12	module	Image	General Reference	sect_C.12.4	U		none	table_A.6-1
sect_A.6	13	module	Image	Image Pixel	sect_C.7.6.3	M		none	table_A.6-1
sect_A.6	14	module	Image	Contrast/Bolus	sect_C.7.6.4	C	Required if contrast media was used in this image	none	table_A.6-1
sect_A.6	15	module	Image	Palette Color Lookup Table	sect_C.7.9	C	Required if Photometric Interpretation (0028,0004) has a Value of PALETTE COLOR	none	table_A.6-1
sect_A.6	16	module	Image	Device	sect_C.7.6.12	U		none	table_A.6-1
sect_A.6	17	module	Image	Specimen	sect_C.7.6.22	U		none	table_A.6-1
sect_A.6	18	module	Image	US Region Calibration	sect_C.8.5.5	U		none	table_A.6-1
sect_A.6	19	module	Image	US Image	sect_C.8.5.6	M		none	table_A.6-1
sect_A.6	20	module	Image	Overlay Plane	sect_C.9.2	U		none	table_A.6-1
sect_A.6	21	module	Image	VOI LUT	sect_C.11.2	U		none	table_A.6-1
sect_A.6	22	module	Image	ICC Profile	sect_C.11.15	U		none	table_A.6-1
sect_A.6	23	module	Image	SOP Common	sect_C.12.1	M		none	table_A.6-1
sect_A.6	24	module	Image	Common Instance Reference	sect_C.12.2	U		none	table_A.6-1
sect_A.7	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.7-1
sect_A.7	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.7-1
sect_A.7	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.7-1
sect_A.7	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.7-1
sect_A.7	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.7-1
sect_A.7	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.7-1
sect_A.7	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.7-1
sect_A.7	7	module	Frame of Reference	Frame of Reference	sect_C.7.4.1	U		none	table_A.7-1
sect_A.7	8	module	Frame of Reference	Synchronization	sect_C.7.4.2	C	Required if Modality (0008,0060) = IVUS. May be present otherwise.	none	table_A.7-1
sect_A.7	9	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.7-1
sect_A.7	10	module	Acquisition	General Acquisition	sect_C.7.10.1	M		none	table_A.7-1
sect_A.7	11	module	Image	General Image	sect_C.7.6.1	M		none	table_A.7-1
sect_A.7	12	module	Image	General Reference	sect_C.12.4	U		none	table_A.7-1
sect_A.7	13	module	Image	Image Pixel	sect_C.7.6.3	M		none	table_A.7-1
sect_A.7	14	module	Image	Contrast/Bolus	sect_C.7.6.4	C	Required if contrast media was used in this image.	none	table_A.7-1
sect_A.7	15	module	Image	Cine	sect_C.7.6.5	M		none	table_A.7-1
sect_A.7	16	module	Image	Multi-frame	sect_C.7.6.6	M		none	table_A.7-1
sect_A.7	17	module	Image	Frame Pointers	sect_C.7.6.9	U		none	table_A.7-1
sect_A.7	18	module	Image	Palette Color Lookup Table	sect_C.7.9	C	Required if Photometric Interpretation (0028,0004) has a Value of PALETTE COLOR	none	table_A.7-1
sect_A.7	19	module	Image	Device	sect_C.7.6.12	U		none	table_A.7-1
sect_A.7	20	module	Image	Specimen	sect_C.7.6.22	U		none	table_A.7-1
sect_A.7	21	module	Image	US Region Calibration	sect_C.8.5.5	U		none	table_A.7-1
sect_A.7	22	module	Image	US Image	sect_C.8.5.6	M		none	table_A.7-1
sect_A.7	23	module	Image	Overlay Plane	sect_C.9.2	U		none	table_A.7-1
sect_A.7	24	module	Image	Multi-frame Overlay	sect_C.9.3	U		none	table_A.7-1
sect_A.7	25	module	Image	VOI LUT	sect_C.11.2	U		none	table_A.7-1
sect_A.7	26	module	Image	ICC Profile	sect_C.11.15	U		none	table_A.7-1
sect_A.7	27	module	Image	SOP Common	sect_C.12.1	M		none	table_A.7-1
sect_A.7	28	module	Image	Common Instance Reference	sect_C.12.2	U		none	table_A.7-1
sect_A.7	29	module	Image	Frame Extraction	sect_C.12.3	C	Required if the SOP Instance was created in response to a Frame-Level retrieve request	none	table_A.7-1
sect_A.8.1	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.8-1
sect_A.8.1	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.8-1
sect_A.8.1	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.8-1
sect_A.8.1	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.8-1
sect_A.8.1	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.8-1
sect_A.8.1	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.8-1
sect_A.8.1	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.8-1
sect_A.8.1	7	module	Frame of Reference	Frame of Reference	sect_C.7.4.1	C	Required if Image Position (Patient) (0020,0032) or Image Orientation (Patient) (0020,0037) are present. May be present otherwise.	none	table_A.8-1
sect_A.8.1	8	module	Frame of Reference	Synchronization	sect_C.7.4.2	U		none	table_A.8-1
sect_A.8.1	9	module	Equipment	General Equipment	sect_C.7.5.1	U		none	table_A.8-1
sect_A.8.1	10	module	Equipment	SC Equipment	sect_C.8.6.1	M		none	table_A.8-1
sect_A.8.1	11	module	Acquisition	General Acquisition	sect_C.7.10.1	M		none	table_A.8-1
sect_A.8.1	12	module	Image	General Image	sect_C.7.6.1	M		none	table_A.8-1
sect_A.8.1	13	module	Image	General Reference	sect_C.12.4	U		none	table_A.8-1
sect_A.8.1	14	module	Image	Enhanced Patient Orientation	sect_C.7.6.30	U		none	table_A.8-1
sect_A.8.1	15	module	Image	Image Plane	sect_C.7.6.2	U		none	table_A.8-1
sect_A.8.1	16	module	Image	Image Pixel	sect_C.7.6.3	M		none	table_A.8-1
sect_A.8.1	17	module	Image	Device	sect_C.7.6.12	U		none	table_A.8-1
sect_A.8.1	18	module	Image	Specimen	sect_C.7.6.22	U		none	table_A.8-1
sect_A.8.1	19	module	Image	SC Image	sect_C.8.6.2	M		none	table_A.8-1
sect_A.8.1	20	module	Image	Overlay Plane	sect_C.9.2	U		none	table_A.8-1
sect_A.8.1	21	module	Image	Modality LUT	sect_C.11.1	U		none	table_A.8-1
sect_A.8.1	22	module	Image	VOI LUT	sect_C.11.2	U		none	table_A.8-1
sect_A.8.1	23	module	Image	ICC Profile	sect_C.11.15	U		none	table_A.8-1
sect_A.8.1	24	module	Image	SOP Common	sect_C.12.1	M		none	table_A.8-1
sect_A.8.1	25	module	Image	Common Instance Reference	sect_C.12.2	U		none	table_A.8-1
sect_A.8.2	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.8-2
sect_A.8.2	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.8-2
sect_A.8.2	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.8-2
sect_A.8.2	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.8-2
sect_A.8.2	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.8-2
sect_A.8.2	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.8-2
sect_A.8.2	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.8-2
sect_A.8.2	7	module	Equipment	General Equipment	sect_C.7.5.1	U		none	table_A.8-2
sect_A.8.2	8	module	Equipment	SC Equipment	sect_C.8.6.1	M		none	table_A.8-2
sect_A.8.2	9	module	Acquisition	General Acquisition	sect_C.7.10.1	M		none	table_A.8-2
sect_A.8.2	10	module	Image	General Image	sect_C.7.6.1	M		none	table_A.8-2
sect_A.8.2	11	module	Image	General Reference	sect_C.12.4	U		none	table_A.8-2
sect_A.8.2	12	module	Image	Enhanced Patient Orientation	sect_C.7.6.30	U		none	table_A.8-2
sect_A.8.2	13	module	Image	Image Pixel	sect_C.7.6.3	M		none	table_A.8-2
sect_A.8.2	14	module	Image	Cine	sect_C.7.6.5	C	Required if Frame Increment Pointer (0028,0009) is Frame Time (0018,1063) or Frame Time Vector (0018,1065)	none	table_A.8-2
sect_A.8.2	15	module	Image	Multi-frame	sect_C.7.6.6	M		none	table_A.8-2
sect_A.8.2	16	module	Image	Frame Pointers	sect_C.7.6.9	U		none	table_A.8-2
sect_A.8.2	17	module	Image	Device	sect_C.7.6.12	U		none	table_A.8-2
sect_A.8.2	18	module	Image	Specimen	sect_C.7.6.22	U		none	table_A.8-2
sect_A.8.2	19	module	Image	SC Image	sect_C.8.6.2	U		none	table_A.8-2
sect_A.8.2	20	module	Image	SC Multi-frame Image	sect_C.8.6.3	M		none	table_A.8-2
sect_A.8.2	21	module	Image	SC Multi-frame Vector	sect_C.8.6.4	C	Required if Number of Frames is greater than 1	none	table_A.8-2
sect_A.8.2	22	module	Image	SOP Common	sect_C.12.1	M		none	table_A.8-2
sect_A.8.2	23	module	Image	Common Instance Reference	sect_C.12.2	U		none	table_A.8-2
sect_A.8.2	24	module	Image	Frame Extraction	sect_C.12.3	C	Required if the SOP Instance was created in response to a Frame-Level retrieve request	none	table_A.8-2
sect_A.8.3	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.8-3
sect_A.8.3	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.8-3
sect_A.8.3	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.8-3
sect_A.8.3	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.8-3
sect_A.8.3	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.8-3
sect_A.8.3	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.8-3
sect_A.8.3	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.8-3
sect_A.8.3	7	module	Equipment	General Equipment	sect_C.7.5.1	U		none	table_A.8-3
sect_A.8.3	8	module	Equipment	SC Equipment	sect_C.8.6.1	M		none	table_A.8-3
sect_A.8.3	9	module	Frame of Reference	Frame of Reference	sect_C.7.4.1	C	Required if Pixel Measures or Plane Position (Patient) or Plane Orientation (Patient) Functional Group Macros Present	none	table_A.8-3
sect_A.8.3	10	module	Frame of Reference	Synchronization	sect_C.7.4.2	U		none	table_A.8-3
sect_A.8.3	11	module	Acquisition	General Acquisition	sect_C.7.10.1	M		none	table_A.8-3
sect_A.8.3	12	module	Image	General Image	sect_C.7.6.1	M		none	table_A.8-3
sect_A.8.3	13	module	Image	General Reference	sect_C.12.4	U		none	table_A.8-3
sect_A.8.3	14	module	Image	Enhanced Patient Orientation	sect_C.7.6.30	U		none	table_A.8-3
sect_A.8.3	15	module	Image	Image Pixel	sect_C.7.6.3	M		none	table_A.8-3
sect_A.8.3	16	module	Image	Cine	sect_C.7.6.5	C	Required if Frame Increment Pointer (0028,0009) is Frame Time (0018,1063) or Frame Time Vector (0018,1065)	none	table_A.8-3
sect_A.8.3	17	module	Image	Multi-frame	sect_C.7.6.6	M		none	table_A.8-3
sect_A.8.3	18	module	Image	Frame Pointers	sect_C.7.6.9	U		none	table_A.8-3
sect_A.8.3	19	module	Image	Device	sect_C.7.6.12	U		none	table_A.8-3
sect_A.8.3	20	module	Image	Multi-frame Functional Groups	sect_C.7.6.16	U		none	table_A.8-3
sect_A.8.3	21	module	Image	Multi-frame Dimension	sect_C.7.6.17	U		none	table_A.8-3
sect_A.8.3	22	module	Image	Specimen	sect_C.7.6.22	U		none	table_A.8-3
sect_A.8.3	23	module	Image	SC Image	sect_C.8.6.2	U		none	table_A.8-3
sect_A.8.3	24	module	Image	SC Multi-frame Image	sect_C.8.6.3	M		none	table_A.8-3
sect_A.8.3	25	module	Image	SC Multi-frame Vector	sect_C.8.6.4	C	Required if Number of Frames is greater than 1	none	table_A.8-3
sect_A.8.3	26	module	Image	VOI LUT	sect_C.11.2	C	Required if the VOI LUT stage is not an identity transformation	none	table_A.8-3
sect_A.8.3	27	module	Image	SOP Common	sect_C.12.1	M		none	table_A.8-3
sect_A.8.3	28	module	Image	Common Instance Reference	sect_C.12.2	U		none	table_A.8-3
sect_A.8.3	29	module	Image	Frame Extraction	sect_C.12.3	C	Required if the SOP Instance was created in response to a Frame-Level retrieve request	none	table_A.8-3
sect_A.8.3	30	functional_group		Pixel Measures	sect_C.7.6.16.2.1	C	Required if Plane Position (Patient) or Plane Orientation (Patient) Macros Present	none	table_A.8-3b
sect_A.8.3	31	functional_group		Plane Position (Patient)	sect_C.7.6.16.2.3	C	Required if Pixel Measures or Plane Orientation (Patient) Macros Present	none	table_A.8-3b
sect_A.8.3	32	functional_group		Plane Orientation (Patient)	sect_C.7.6.16.2.4	C	Required if Pixel Measures or Plane Position (Patient) Macros Present	none	table_A.8-3b
sect_A.8.4	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.8-4
sect_A.8.4	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.8-4
sect_A.8.4	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.8-4
sect_A.8.4	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.8-4
sect_A.8.4	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.8-4
sect_A.8.4	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.8-4
sect_A.8.4	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.8-4
sect_A.8.4	7	module	Equipment	General Equipment	sect_C.7.5.1	U		none	table_A.8-4
sect_A.8.4	8	module	Equipment	SC Equipment	sect_C.8.6.1	M		none	table_A.8-4
sect_A.8.4	9	module	Frame of Reference	Frame of Reference	sect_C.7.4.1	C	Required if Pixel Measures or Plane Position (Patient) or Plane Orientation (Patient) Functional Group Macros Present	none	table_A.8-4
sect_A.8.4	10	module	Frame of Reference	Synchronization	sect_C.7.4.2	U		none	table_A.8-4
sect_A.8.4	11	module	Acquisition	General Acquisition	sect_C.7.10.1	M		none	table_A.8-4
sect_A.8.4	12	module	Image	General Image	sect_C.7.6.1	M		none	table_A.8-4
sect_A.8.4	13	module	Image	General Reference	sect_C.12.4	U		none	table_A.8-4
sect_A.8.4	14	module	Image	Enhanced Patient Orientation	sect_C.7.6.30	U		none	table_A.8-4
sect_A.8.4	15	module	Image	Image Pixel	sect_C.7.6.3	M		none	table_A.8-4
sect_A.8.4	16	module	Image	Cine	sect_C.7.6.5	C	Required if Frame Increment Pointer (0028,0009) is Frame Time (0018,1063) or Frame Time Vector (0018,1065)	none	table_A.8-4
sect_A.8.4	17	module	Image	Multi-frame	sect_C.7.6.6	M		none	table_A.8-4
sect_A.8.4	18	module	Image	Frame Pointers	sect_C.7.6.9	U		none	table_A.8-4
sect_A.8.4	19	module	Image	Device	sect_C.7.6.12	U		none	table_A.8-4
sect_A.8.4	20	module	Image	Multi-frame Functional Groups	sect_C.7.6.16	U		none	table_A.8-4
sect_A.8.4	21	module	Image	Multi-frame Dimension	sect_C.7.6.17	U		none	table_A.8-4
sect_A.8.4	22	module	Image	Specimen	sect_C.7.6.22	U		none	table_A.8-4
sect_A.8.4	23	module	Image	SC Image	sect_C.8.6.2	U		none	table_A.8-4
sect_A.8.4	24	module	Image	SC Multi-frame Image	sect_C.8.6.3	M		none	table_A.8-4
sect_A.8.4	25	module	Image	SC Multi-frame Vector	sect_C.8.6.4	C	Required if Number of Frames is greater than 1	none	table_A.8-4
sect_A.8.4	26	module	Image	VOI LUT	sect_C.11.2	C	Required if the VOI LUT stage is not an identity transformation	none	table_A.8-4
sect_A.8.4	27	module	Image	SOP Common	sect_C.12.1	M		none	table_A.8-4
sect_A.8.4	28	module	Image	Common Instance Reference	sect_C.12.2	U		none	table_A.8-4
sect_A.8.4	29	module	Image	Frame Extraction	sect_C.12.3	C	Required if the SOP Instance was created in response to a Frame-Level retrieve request	none	table_A.8-4
sect_A.8.4	30	functional_group		Pixel Measures	sect_C.7.6.16.2.1	C	Required if Plane Position (Patient) or Plane Orientation (Patient) Macros Present	none	table_A.8-4b
sect_A.8.4	31	functional_group		Plane Position (Patient)	sect_C.7.6.16.2.3	C	Required if Pixel Measures or Plane Orientation (Patient) Macros Present	none	table_A.8-4b
sect_A.8.4	32	functional_group		Plane Orientation (Patient)	sect_C.7.6.16.2.4	C	Required if Pixel Measures or Plane Position (Patient) Macros Present	none	table_A.8-4b
sect_A.8.5	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.8-5
sect_A.8.5	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.8-5
sect_A.8.5	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.8-5
sect_A.8.5	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.8-5
sect_A.8.5	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.8-5
sect_A.8.5	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.8-5
