iod_xml_id	entry_index	entry_kind	ie_name	component_name	component_section_id	usage	usage_condition_text	fg_scope	source_table_xml_id
sect_A.82.2	9	module	Procedure Protocol	General Defined Reconstruction	sect_C.34.11	U		none	table_A.82.2.3-1
sect_A.82.2	10	module	Procedure Protocol	Defined Storage	sect_C.34.13	U		none	table_A.82.2.3-1
sect_A.82.2	11	module	Procedure Protocol	SOP Common	sect_C.12.1	M		none	table_A.82.2.3-1
sect_A.82.3.1	0	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.82.3.1.3-1
sect_A.82.3.1	1	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.82.3.1.3-1
sect_A.82.3.1	2	module	Approval	SOP Common	sect_C.12.1	M		none	table_A.82.3.1.3-1
sect_A.82.3.1	3	module	Approval	Protocol Approval	sect_C.34.15	M		none	table_A.82.3.1.3-1
sect_A.82.4	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.82.4.3-1
sect_A.82.4	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.82.4.3-1
sect_A.82.4	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.82.4.3-1
sect_A.82.4	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.82.4.3-1
sect_A.82.4	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.82.4.3-1
sect_A.82.4	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.82.4.3-1
sect_A.82.4	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.82.4.3-1
sect_A.82.4	7	module	Series	Enhanced Series	sect_C.7.3.3	M		none	table_A.82.4.3-1
sect_A.82.4	8	module	Series	XA Protocol Series	sect_C.34.16	M		none	table_A.82.4.3-1
sect_A.82.4	9	module	Frame of Reference	Frame of Reference	sect_C.7.4.1	M		none	table_A.82.4.3-1
sect_A.82.4	10	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.82.4.3-1
sect_A.82.4	11	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.82.4.3-1
sect_A.82.4	12	module	Procedure Protocol	Protocol Context	sect_C.34.2	M		none	table_A.82.4.3-1
sect_A.82.4	13	module	Procedure Protocol	Patient Protocol Context	sect_C.34.3	U		none	table_A.82.4.3-1
sect_A.82.4	14	module	Procedure Protocol	Instructions	sect_C.34.7	U		none	table_A.82.4.3-1
sect_A.82.4	15	module	Procedure Protocol	Patient Positioning	sect_C.34.8	U		none	table_A.82.4.3-1
sect_A.82.4	16	module	Procedure Protocol	Performed XA Acquisition	sect_C.34.17	U		none	table_A.82.4.3-1
sect_A.82.4	17	module	Procedure Protocol	Performed XA Reconstruction	sect_C.34.18	U		none	table_A.82.4.3-1
sect_A.82.4	18	module	Procedure Protocol	Performed Storage	sect_C.34.14	U		none	table_A.82.4.3-1
sect_A.82.4	19	module	Procedure Protocol	SOP Common	sect_C.12.1	M		none	table_A.82.4.3-1
sect_A.82.5	0	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.82.5.3-1
sect_A.82.5	1	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.82.5.3-1
sect_A.82.5	2	module	Procedure Protocol	Protocol Context	sect_C.34.2	M		none	table_A.82.5.3-1
sect_A.82.5	3	module	Procedure Protocol	Clinical Trial Context	sect_C.34.4	U		none	table_A.82.5.3-1
sect_A.82.5	4	module	Procedure Protocol	Patient Specification	sect_C.34.5	U		none	table_A.82.5.3-1
sect_A.82.5	5	module	Procedure Protocol	Equipment Specification	sect_C.34.6	M		none	table_A.82.5.3-1
sect_A.82.5	6	module	Procedure Protocol	Instructions	sect_C.34.7	U		none	table_A.82.5.3-1
sect_A.82.5	7	module	Procedure Protocol	Patient Positioning	sect_C.34.8	U		none	table_A.82.5.3-1
sect_A.82.5	8	module	Procedure Protocol	General Defined Acquisition	sect_C.34.9	U		none	table_A.82.5.3-1
sect_A.82.5	9	module	Procedure Protocol	General Defined Reconstruction	sect_C.34.11	U		none	table_A.82.5.3-1
sect_A.82.5	10	module	Procedure Protocol	Defined Storage	sect_C.34.13	U		none	table_A.82.5.3-1
sect_A.82.5	11	module	Procedure Protocol	SOP Common	sect_C.12.1	M		none	table_A.82.5.3-1
sect_A.83.3	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.83-1
sect_A.83.3	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.83-1
sect_A.83.3	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.83-1
sect_A.83.3	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.83-1
sect_A.83.3	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.83-1
sect_A.83.3	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.83-1
sect_A.83.3	6	module	Series	Ophthalmic Tomography En Face Series	sect_C.8.17.17	M		none	table_A.83-1
sect_A.83.3	7	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.83-1
sect_A.83.3	8	module	Frame of Reference	Frame of Reference	sect_C.7.4.1	M		none	table_A.83-1
sect_A.83.3	9	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.83-1
sect_A.83.3	10	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.83-1
sect_A.83.3	11	module	Acquisition	General Acquisition	sect_C.7.10.1	M		none	table_A.83-1
sect_A.83.3	12	module	Image	General Image	sect_C.7.6.1	M		none	table_A.83-1
sect_A.83.3	13	module	Image	Image Pixel	sect_C.7.6.3	M		none	table_A.83-1
sect_A.83.3	14	module	Image	Palette Color Lookup Table	sect_C.7.9	C	Required if Photometric Interpretation (0028,0004) has a Value of PALETTE COLOR	none	table_A.83-1
sect_A.83.3	15	module	Image	Ophthalmic Optical Coherence Tomography En Face Image	sect_C.8.17.14	M		none	table_A.83-1
sect_A.83.3	16	module	Image	Ocular Region Imaged	sect_C.8.17.5	M		none	table_A.83-1
sect_A.83.3	17	module	Image	Ophthalmic Optical Coherence Tomography En Face Image Quality Rating	sect_C.8.17.15	C	Required if device calculates quality rating	none	table_A.83-1
sect_A.83.3	18	module	Image	ICC Profile	sect_C.11.15	U		none	table_A.83-1
sect_A.83.3	19	module	Image	SOP Common	sect_C.12.1	M		none	table_A.83-1
sect_A.83.3	20	module	Image	Common Instance Reference	sect_C.12.2	U		none	table_A.83-1
sect_A.84.3	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.84-1
sect_A.84.3	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.84-1
sect_A.84.3	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.84-1
sect_A.84.3	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.84-1
sect_A.84.3	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.84-1
sect_A.84.3	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.84-1
sect_A.84.3	6	module	Series	Ophthalmic Tomography B-scan Volume Analysis Series	sect_C.8.17.18	M		none	table_A.84-1
sect_A.84.3	7	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.84-1
sect_A.84.3	8	module	Frame of Reference	Frame of Reference	sect_C.7.4.1	M		none	table_A.84-1
sect_A.84.3	9	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.84-1
sect_A.84.3	10	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.84-1
sect_A.84.3	11	module	Image	Image Pixel	sect_C.7.6.3	M		none	table_A.84-1
sect_A.84.3	12	module	Image	Ophthalmic Optical Coherence Tomography B-scan Volume Analysis Image	sect_C.8.17.16	M		none	table_A.84-1
sect_A.84.3	13	module	Image	Multi-frame Functional Groups	sect_C.7.6.16	M		none	table_A.84-1
sect_A.84.3	14	module	Image	Multi-frame Dimension	sect_C.7.6.17	M		none	table_A.84-1
sect_A.84.3	15	module	Image	SOP Common	sect_C.12.1	M		none	table_A.84-1
sect_A.84.3	16	module	Image	Common Instance Reference	sect_C.12.2	U		none	table_A.84-1
sect_A.84.3	17	module	Image	Frame Extraction	sect_C.12.3	C	Required if the SOP Instance was created in response to a Frame-Level retrieve request	none	table_A.84-1
sect_A.84.3	18	functional_group		Pixel Measures	sect_C.7.6.16.2.1	M		none	table_A.84.3.2-1
sect_A.84.3	19	functional_group		Plane Orientation (Patient)	sect_C.7.6.16.2.4	M		none	table_A.84.3.2-1
sect_A.84.3	20	functional_group		Plane Position (Patient)	sect_C.7.6.16.2.3	M		none	table_A.84.3.2-1
sect_A.84.3	21	functional_group		Frame Content	sect_C.7.6.16.2.2	M	May not be used as a Shared Functional Group.	none	table_A.84.3.2-1
sect_A.84.3	22	functional_group		Referenced Image	sect_C.7.6.16.2.5	M		none	table_A.84.3.2-1
sect_A.84.3	23	functional_group		Derivation Image	sect_C.7.6.16.2.6	M	May not be used as a Shared Functional Group (see for specialization).	none	table_A.84.3.2-1
sect_A.84.3	24	functional_group		Frame Anatomy	sect_C.7.6.16.2.8	M		none	table_A.84.3.2-1
sect_A.84.3	25	functional_group		Frame VOI LUT With LUT	sect_C.7.6.16.2.10b	M		none	table_A.84.3.2-1
sect_A.84.3	26	functional_group		Real World Value Mapping	sect_C.7.6.16.2.11	U		none	table_A.84.3.2-1
sect_A.85.1	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.85.1-1
sect_A.85.1	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.85.1-1
sect_A.85.1	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.85.1-1
sect_A.85.1	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.85.1-1
sect_A.85.1	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.85.1-1
sect_A.85.1	5	module	Series	Encapsulated Document Series	sect_C.24.1	M		none	table_A.85.1-1
sect_A.85.1	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.85.1-1
sect_A.85.1	7	module	Frame of Reference	Frame of Reference	sect_C.7.4.1	M		none	table_A.85.1-1
sect_A.85.1	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.85.1-1
sect_A.85.1	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.85.1-1
sect_A.85.1	10	module	Encapsulated Document	Encapsulated Document	sect_C.24.2	M		none	table_A.85.1-1
sect_A.85.1	11	module	Encapsulated Document	Manufacturing 3D Model	sect_C.35.1	M		none	table_A.85.1-1
sect_A.85.1	12	module	Encapsulated Document	ICC Profile	sect_C.11.15	U		none	table_A.85.1-1
sect_A.85.1	13	module	Encapsulated Document	SOP Common	sect_C.12.1	M		none	table_A.85.1-1
sect_A.85.1	14	module	Encapsulated Document	Common Instance Reference	sect_C.12.2	C	Required if other Instances are referenced	none	table_A.85.1-1
sect_A.85.2	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.85.2-1
sect_A.85.2	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.85.2-1
sect_A.85.2	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.85.2-1
sect_A.85.2	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.85.2-1
sect_A.85.2	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.85.2-1
sect_A.85.2	5	module	Series	Encapsulated Document Series	sect_C.24.1	M		none	table_A.85.2-1
sect_A.85.2	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.85.2-1
sect_A.85.2	7	module	Frame of Reference	Frame of Reference	sect_C.7.4.1	M		none	table_A.85.2-1
sect_A.85.2	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.85.2-1
sect_A.85.2	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.85.2-1
sect_A.85.2	10	module	Encapsulated Document	Encapsulated Document	sect_C.24.2	M		none	table_A.85.2-1
sect_A.85.2	11	module	Encapsulated Document	Manufacturing 3D Model	sect_C.35.1	M		none	table_A.85.2-1
sect_A.85.2	12	module	Encapsulated Document	ICC Profile	sect_C.11.15	U		none	table_A.85.2-1
sect_A.85.2	13	module	Encapsulated Document	SOP Common	sect_C.12.1	M		none	table_A.85.2-1
sect_A.85.2	14	module	Encapsulated Document	Common Instance Reference	sect_C.12.2	C	Required if other Instances are referenced	none	table_A.85.2-1
sect_A.85.3	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.85.3-1
sect_A.85.3	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.85.3-1
sect_A.85.3	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.85.3-1
sect_A.85.3	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.85.3-1
sect_A.85.3	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.85.3-1
sect_A.85.3	5	module	Series	Encapsulated Document Series	sect_C.24.1	M		none	table_A.85.3-1
sect_A.85.3	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.85.3-1
sect_A.85.3	7	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.85.3-1
sect_A.85.3	8	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.85.3-1
sect_A.85.3	9	module	Encapsulated Document	Encapsulated Document	sect_C.24.2	M		none	table_A.85.3-1
sect_A.85.3	10	module	Encapsulated Document	Manufacturing 3D Model	sect_C.35.1	M		none	table_A.85.3-1
sect_A.85.3	11	module	Encapsulated Document	ICC Profile	sect_C.11.15	U		none	table_A.85.3-1
sect_A.85.3	12	module	Encapsulated Document	SOP Common	sect_C.12.1	M		none	table_A.85.3-1
sect_A.85.3	13	module	Encapsulated Document	Common Instance Reference	sect_C.12.2	C	Required if other Instances are referenced	none	table_A.85.3-1
sect_A.86.1.2	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.86.1.2-1
sect_A.86.1.2	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.86.1.2-1
sect_A.86.1.2	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.86.1.2-1
sect_A.86.1.2	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.86.1.2-1
sect_A.86.1.2	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.86.1.2-1
sect_A.86.1.2	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.86.1.2-1
sect_A.86.1.2	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.86.1.2-1
sect_A.86.1.2	7	module	Series	Enhanced RT Series	sect_C.36.3	M		none	table_A.86.1.2-1
sect_A.86.1.2	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.86.1.2-1
sect_A.86.1.2	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.86.1.2-1
sect_A.86.1.2	10	module	RT Physician Intent	General Reference	sect_C.12.4	M		none	table_A.86.1.2-1
sect_A.86.1.2	11	module	RT Physician Intent	RT Physician Intent	sect_C.36.5	M		none	table_A.86.1.2-1
sect_A.86.1.2	12	module	RT Physician Intent	RT Enhanced Prescription	sect_C.36.6	U		none	table_A.86.1.2-1
sect_A.86.1.2	13	module	RT Physician Intent	RT Treatment Phase Intent	sect_C.36.7	C	Required if RT Treatment Phase Intent Presence Flag (3010,0045) equals YES.	none	table_A.86.1.2-1
sect_A.86.1.2	14	module	RT Physician Intent	SOP Common	sect_C.12.1	M		none	table_A.86.1.2-1
sect_A.86.1.2	15	module	RT Physician Intent	Common Instance Reference	sect_C.12.2	M		none	table_A.86.1.2-1
sect_A.86.1.2	16	module	RT Physician Intent	Radiotherapy Common Instance	sect_C.36.4	M		none	table_A.86.1.2-1
sect_A.86.1.3	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.86.1.3-1
sect_A.86.1.3	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.86.1.3-1
sect_A.86.1.3	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.86.1.3-1
sect_A.86.1.3	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.86.1.3-1
sect_A.86.1.3	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.86.1.3-1
sect_A.86.1.3	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.86.1.3-1
sect_A.86.1.3	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.86.1.3-1
sect_A.86.1.3	7	module	Series	Enhanced RT Series	sect_C.36.3	M		none	table_A.86.1.3-1
sect_A.86.1.3	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.86.1.3-1
sect_A.86.1.3	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.86.1.3-1
sect_A.86.1.3	10	module	RT Segment Annotation	RT Segment Annotation	sect_C.36.8	M		none	table_A.86.1.3-1
sect_A.86.1.3	11	module	RT Segment Annotation	Segment Reference	sect_C.36.9	M		none	table_A.86.1.3-1
sect_A.86.1.3	12	module	RT Segment Annotation	General Reference	sect_C.12.4	M		none	table_A.86.1.3-1
sect_A.86.1.3	13	module	RT Segment Annotation	SOP Common	sect_C.12.1	M		none	table_A.86.1.3-1
sect_A.86.1.3	14	module	RT Segment Annotation	Common Instance Reference	sect_C.12.2	M		none	table_A.86.1.3-1
sect_A.86.1.3	15	module	RT Segment Annotation	Radiotherapy Common Instance	sect_C.36.4	M		none	table_A.86.1.3-1
sect_A.86.1.4	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.86.1.4-1
sect_A.86.1.4	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.86.1.4-1
sect_A.86.1.4	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.86.1.4-1
sect_A.86.1.4	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.86.1.4-1
sect_A.86.1.4	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.86.1.4-1
sect_A.86.1.4	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.86.1.4-1
sect_A.86.1.4	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.86.1.4-1
sect_A.86.1.4	7	module	Series	Enhanced RT Series	sect_C.36.3	M		none	table_A.86.1.4-1
sect_A.86.1.4	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.86.1.4-1
sect_A.86.1.4	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.86.1.4-1
sect_A.86.1.4	10	module	Frame of Reference	Frame of Reference	sect_C.7.4.1	M		none	table_A.86.1.4-1
sect_A.86.1.4	11	module	RT Radiation Set	General Reference	sect_C.12.4	M		none	table_A.86.1.4-1
sect_A.86.1.4	12	module	RT Radiation Set	RT Radiation Set	sect_C.36.10	M		none	table_A.86.1.4-1
sect_A.86.1.4	13	module	RT Radiation Set	RT Dose Contribution	sect_C.36.11	C	Required if the dose delivered is tracked.	none	table_A.86.1.4-1
sect_A.86.1.4	14	module	RT Radiation Set	SOP Common	sect_C.12.1	M		none	table_A.86.1.4-1
sect_A.86.1.4	15	module	RT Radiation Set	Common Instance Reference	sect_C.12.2	M		none	table_A.86.1.4-1
sect_A.86.1.4	16	module	RT Radiation Set	Radiotherapy Common Instance	sect_C.36.4	M		none	table_A.86.1.4-1
sect_A.86.1.5	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.86.1.5-1
sect_A.86.1.5	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.86.1.5-1
sect_A.86.1.5	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.86.1.5-1
sect_A.86.1.5	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.86.1.5-1
sect_A.86.1.5	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.86.1.5-1
sect_A.86.1.5	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.86.1.5-1
sect_A.86.1.5	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.86.1.5-1
sect_A.86.1.5	7	module	Series	Enhanced RT Series	sect_C.36.3	M		none	table_A.86.1.5-1
sect_A.86.1.5	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.86.1.5-1
sect_A.86.1.5	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.86.1.5-1
sect_A.86.1.5	10	module	Frame of Reference	Frame of Reference	sect_C.7.4.1	M		none	table_A.86.1.5-1
sect_A.86.1.5	11	module	RT Radiation	General Reference	sect_C.12.4	M		none	table_A.86.1.5-1
sect_A.86.1.5	12	module	RT Radiation	RT Delivery Device Common	sect_C.36.12	M		none	table_A.86.1.5-1
sect_A.86.1.5	13	module	RT Radiation	RT Radiation Common	sect_C.36.13	M		none	table_A.86.1.5-1
sect_A.86.1.5	14	module	RT Radiation	C-Arm Photon-Electron Delivery Device	sect_C.36.14	M		none	table_A.86.1.5-1
sect_A.86.1.5	15	module	RT Radiation	C-Arm Photon-Electron Beam	sect_C.36.15	M		none	table_A.86.1.5-1
sect_A.86.1.5	16	module	RT Radiation	SOP Common	sect_C.12.1	M		none	table_A.86.1.5-1
sect_A.86.1.5	17	module	RT Radiation	Common Instance Reference	sect_C.12.2	M		none	table_A.86.1.5-1
sect_A.86.1.5	18	module	RT Radiation	Radiotherapy Common Instance	sect_C.36.4	M		none	table_A.86.1.5-1
sect_A.86.1.6	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.86.1.6-1
sect_A.86.1.6	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.86.1.6-1
sect_A.86.1.6	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.86.1.6-1
sect_A.86.1.6	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.86.1.6-1
sect_A.86.1.6	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.86.1.6-1
sect_A.86.1.6	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.86.1.6-1
sect_A.86.1.6	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.86.1.6-1
sect_A.86.1.6	7	module	Series	Enhanced RT Series	sect_C.36.3	M		none	table_A.86.1.6-1
sect_A.86.1.6	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.86.1.6-1
sect_A.86.1.6	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.86.1.6-1
sect_A.86.1.6	10	module	Frame of Reference	Frame of Reference	sect_C.7.4.1	M		none	table_A.86.1.6-1
sect_A.86.1.6	11	module	RT Radiation	General Reference	sect_C.12.4	M		none	table_A.86.1.6-1
sect_A.86.1.6	12	module	RT Radiation	RT Delivery Device Common	sect_C.36.12	M		none	table_A.86.1.6-1
sect_A.86.1.6	13	module	RT Radiation	RT Radiation Common	sect_C.36.13	M		none	table_A.86.1.6-1
sect_A.86.1.6	14	module	RT Radiation	Tomotherapeutic Delivery Device	sect_C.36.16	M		none	table_A.86.1.6-1
sect_A.86.1.6	15	module	RT Radiation	Tomotherapeutic Beam	sect_C.36.17	M		none	table_A.86.1.6-1
sect_A.86.1.6	16	module	RT Radiation	SOP Common	sect_C.12.1	M		none	table_A.86.1.6-1
sect_A.86.1.6	17	module	RT Radiation	Common Instance Reference	sect_C.12.2	M		none	table_A.86.1.6-1
sect_A.86.1.6	18	module	RT Radiation	Radiotherapy Common Instance	sect_C.36.4	M		none	table_A.86.1.6-1
sect_A.86.1.7	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.86.1.7-1
sect_A.86.1.7	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.86.1.7-1
sect_A.86.1.7	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.86.1.7-1
sect_A.86.1.7	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.86.1.7-1
sect_A.86.1.7	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.86.1.7-1
sect_A.86.1.7	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.86.1.7-1
sect_A.86.1.7	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.86.1.7-1
sect_A.86.1.7	7	module	Series	Enhanced RT Series	sect_C.36.3	M		none	table_A.86.1.7-1
sect_A.86.1.7	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.86.1.7-1
sect_A.86.1.7	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.86.1.7-1
sect_A.86.1.7	10	module	Frame of Reference	Frame of Reference	sect_C.7.4.1	M		none	table_A.86.1.7-1
sect_A.86.1.7	11	module	RT Radiation	General Reference	sect_C.12.4	M		none	table_A.86.1.7-1
sect_A.86.1.7	12	module	RT Radiation	RT Delivery Device Common	sect_C.36.12	M		none	table_A.86.1.7-1
sect_A.86.1.7	13	module	RT Radiation	RT Radiation Common	sect_C.36.13	M		none	table_A.86.1.7-1
sect_A.86.1.7	14	module	RT Radiation	Robotic-Arm Delivery Device	sect_C.36.18	M		none	table_A.86.1.7-1
sect_A.86.1.7	15	module	RT Radiation	Robotic-Arm Path	sect_C.36.19	M		none	table_A.86.1.7-1
sect_A.86.1.7	16	module	RT Radiation	SOP Common	sect_C.12.1	M		none	table_A.86.1.7-1
sect_A.86.1.7	17	module	RT Radiation	Common Instance Reference	sect_C.12.2	M		none	table_A.86.1.7-1
sect_A.86.1.7	18	module	RT Radiation	Radiotherapy Common Instance	sect_C.36.4	M		none	table_A.86.1.7-1
sect_A.86.1.8	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.86.1.8-1
sect_A.86.1.8	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.86.1.8-1
sect_A.86.1.8	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.86.1.8-1
sect_A.86.1.8	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.86.1.8-1
sect_A.86.1.8	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.86.1.8-1
sect_A.86.1.8	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.86.1.8-1
sect_A.86.1.8	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.86.1.8-1
sect_A.86.1.8	7	module	Series	Enhanced RT Series	sect_C.36.3	M		none	table_A.86.1.8-1
sect_A.86.1.8	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.86.1.8-1
sect_A.86.1.8	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.86.1.8-1
sect_A.86.1.8	10	module	RT Delivered Radiation	General Reference	sect_C.12.4	M		none	table_A.86.1.8-1
sect_A.86.1.8	11	module	RT Delivered Radiation	RT Radiation Record Set	sect_C.36.20	M		none	table_A.86.1.8-1
sect_A.86.1.8	12	module	RT Delivered Radiation	RT Dose Contribution Record	sect_C.36.21	C	Required if the dose delivered is tracked.	none	table_A.86.1.8-1
sect_A.86.1.8	13	module	RT Delivered Radiation	SOP Common	sect_C.12.1	M		none	table_A.86.1.8-1
sect_A.86.1.8	14	module	RT Delivered Radiation	Common Instance Reference	sect_C.12.2	M		none	table_A.86.1.8-1
sect_A.86.1.8	15	module	RT Delivered Radiation	Radiotherapy Common Instance	sect_C.36.4	M		none	table_A.86.1.8-1
sect_A.86.1.9	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.86.1.9-1
sect_A.86.1.9	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.86.1.9-1
sect_A.86.1.9	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.86.1.9-1
